STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,212,10742,25860,32499,31422,34036,37471,172242,6.11%
VIC,419,21792,39700,39039,31946,28441,25305,186642,8.66%
QLD,420,15573,30093,33339,31871,29927,25096,166319,9.83%
SA,1839,9972,10790,12279,12341,12994,13241,73456,11.15%
WA,258,14986,25176,25259,22985,19350,15828,123842,14.63%
TAS,104,2514,4077,4734,4945,4729,3506,24609,12.20%
NT,15,660,1585,1357,1102,744,290,5753,7.32%
ACT,79,1890,3559,3154,2513,2212,1735,15142,10.80%
TOTAL,3346,78129,140840,151660,139125,132433,122472,768005,8.94%
