"STATE","18-24","25-34","35-44","45-54","55-64","65+","Total","% of ABS Estimated Population"
NSW,4916,123249,221610,224595,185232,196688,956290,31.8%
VIC,5550,36034,63802,52931,41900,43500,243717,10.4%
QLD,5186,74110,80056,63956,40458,33549,297315,16.0%
SA,29256,60849,61515,59675,51079,53717,316091,45.9%
WA,2187,16565,49409,55231,45398,49610,218400,22.0%
TAS,608,4291,14519,16764,15008,17189,68379,32.8%
NT,174,631,1049,1095,658,373,3980,4.6%
ACT,666,2388,3752,3218,2332,2271,14627,9.4%
TOTAL,48543,318117,495712,477465,382065,396897,2118799,22.7%
