table,table_title,reference_month,geography_level,geography,dwelling_type,series_type,unit,series_id,value
39,Value of total building approved - states and territories,1973-12,state,Victoria,,Seasonally Adjusted,$'000,A422273J,93456
39,Value of total building approved - states and territories,1973-12,state,Queensland,,Seasonally Adjusted,$'000,A422373T,59799
39,Value of total building approved - states and territories,1973-12,state,South Australia,,Seasonally Adjusted,$'000,A422473A,32255
39,Value of total building approved - states and territories,1973-12,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,33627
39,Value of total building approved - states and territories,1973-12,state,New South Wales,,Trend,$'000,A422175C,128938
39,Value of total building approved - states and territories,1973-12,state,Victoria,,Trend,$'000,A422275L,95776
39,Value of total building approved - states and territories,1973-12,state,Queensland,,Trend,$'000,A422375W,59826
39,Value of total building approved - states and territories,1973-12,state,South Australia,,Trend,$'000,A422475F,36482
39,Value of total building approved - states and territories,1973-12,state,Western Australia,,Trend,$'000,A422575R,34463
39,Value of total building approved - states and territories,1974-01,state,New South Wales,,Original,$'000,A422168F,109373
39,Value of total building approved - states and territories,1974-01,state,Victoria,,Original,$'000,A422268R,76897
39,Value of total building approved - states and territories,1974-01,state,Queensland,,Original,$'000,A422368X,43560
39,Value of total building approved - states and territories,1974-01,state,South Australia,,Original,$'000,A422468J,30799
39,Value of total building approved - states and territories,1974-01,state,Western Australia,,Original,$'000,A422568T,34988
39,Value of total building approved - states and territories,1974-01,state,Tasmania,,Original,$'000,A422668A,4899
39,Value of total building approved - states and territories,1974-01,state,Northern Territory,,Original,$'000,A422768K,8533
39,Value of total building approved - states and territories,1974-01,state,Australian Capital Territory,,Original,$'000,A422865L,16528
39,Value of total building approved - states and territories,1974-01,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,113212
39,Value of total building approved - states and territories,1974-01,state,Victoria,,Seasonally Adjusted,$'000,A422273J,96998
39,Value of total building approved - states and territories,1974-01,state,Queensland,,Seasonally Adjusted,$'000,A422373T,52476
39,Value of total building approved - states and territories,1974-01,state,South Australia,,Seasonally Adjusted,$'000,A422473A,31230
39,Value of total building approved - states and territories,1974-01,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,39017
39,Value of total building approved - states and territories,1974-01,state,New South Wales,,Trend,$'000,A422175C,125238
39,Value of total building approved - states and territories,1974-01,state,Victoria,,Trend,$'000,A422275L,92150
39,Value of total building approved - states and territories,1974-01,state,Queensland,,Trend,$'000,A422375W,59702
39,Value of total building approved - states and territories,1974-01,state,South Australia,,Trend,$'000,A422475F,33231
39,Value of total building approved - states and territories,1974-01,state,Western Australia,,Trend,$'000,A422575R,34363
39,Value of total building approved - states and territories,1974-02,state,New South Wales,,Original,$'000,A422168F,125389
