table,table_title,reference_month,geography_level,geography,dwelling_type,series_type,unit,series_id,value
07,Total number of dwelling units approved - states and territories,1991-02,state,South Australia,,Seasonally Adjusted,Number,A422472X,994
07,Total number of dwelling units approved - states and territories,1991-02,state,South Australia,,Trend,Number,A422474C,983
07,Total number of dwelling units approved - states and territories,1991-03,state,South Australia,,Original,Number,A422466C,1095
07,Total number of dwelling units approved - states and territories,1991-03,state,South Australia,,Seasonally Adjusted,Number,A422472X,1097
07,Total number of dwelling units approved - states and territories,1991-03,state,South Australia,,Trend,Number,A422474C,966
07,Total number of dwelling units approved - states and territories,1991-04,state,South Australia,,Original,Number,A422466C,837
07,Total number of dwelling units approved - states and territories,1991-04,state,South Australia,,Seasonally Adjusted,Number,A422472X,861
07,Total number of dwelling units approved - states and territories,1991-04,state,South Australia,,Trend,Number,A422474C,948
07,Total number of dwelling units approved - states and territories,1991-05,state,South Australia,,Original,Number,A422466C,1103
07,Total number of dwelling units approved - states and territories,1991-05,state,South Australia,,Seasonally Adjusted,Number,A422472X,992
07,Total number of dwelling units approved - states and territories,1991-05,state,South Australia,,Trend,Number,A422474C,934
