STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,60882,214125,241660,217984,148783,115922,999356,35.46%
VIC,12730,65636,61938,51172,36442,27542,255460,11.86%
QLD,47797,82279,74767,50018,30497,18015,303373,17.92%
SA,28735,55825,57148,55687,41098,30313,268806,40.80%
WA,5172,45847,61038,55572,39160,30223,237012,28.00%
TAS,1174,13217,17726,17967,12325,10591,73000,36.20%
NT,271,1120,1411,1009,574,211,4596,5.85%
ACT,899,3562,3647,3119,2159,1424,14810,10.57%
TOTAL,157660,481611,519335,452528,311038,234241,2156413,25.10%
