STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,61293,207092,238458,224816,166382,142541,1040582,38.27%
VIC,8829,43794,43688,39537,28902,23864,188614,9.10%
QLD,49996,91655,79362,52548,32783,21357,327701,19.69%
SA,29611,55847,55630,55620,43985,36699,277392,43.86%
WA,3297,42195,58675,54948,41286,34334,234735,27.38%
TAS,713,12442,17323,17697,13392,12434,74001,38.53%
NT,138,509,1115,902,558,261,3483,4.06%
ACT,434,2006,2797,2461,1829,1265,10792,7.93%
TOTAL,154311,455540,497048,448529,329117,272755,2157300,25.81%
