STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1035,156776,227578,227348,191378,211167,1015282,35.40%
VIC,1462,32518,42302,39275,32134,32801,180492,8.10%
QLD,1209,93980,89309,63506,39729,33460,321193,18.00%
SA,28738,65618,63392,60138,51451,55643,324980,49.20%
WA,663,19601,52197,54369,45092,49178,221100,22.70%
TAS,170,5484,15758,16741,15241,17668,71062,35.10%
NT,44,339,846,965,624,373,3191,3.40%
ACT,194,1342,2594,2448,1911,1748,10237,6.90%
TOTAL,33515,375658,493976,464790,377560,402038,2147537,24.00%
