STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3212,156516,230432,222994,176530,173840,963524,32.50%
VIC,4381,45598,61524,51180,40649,38806,242138,10.50%
QLD,4044,85019,80971,59444,37048,28888,295414,16.30%
SA,25968,60969,60343,58260,47926,46605,300071,44.00%
WA,1693,21992,53095,54905,43192,43679,218556,22.70%
TAS,547,6109,15595,17097,14156,15224,68728,33.10%
NT,143,710,1147,1022,608,309,3939,4.70%
ACT,550,2562,3776,3057,2246,1993,14184,9.30%
TOTAL,40538,379475,506883,467959,362355,349344,2106554,22.90%
