STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1360,176954,231012,227733,187157,196559,1020775,36.04%
VIC,1833,35603,42455,40056,30883,31020,181850,8.33%
QLD,6816,97171,88139,61165,38160,30809,322260,18.47%
SA,27444,64011,61714,58970,49995,51216,313350,48.05%
WA,837,23345,53945,54044,44182,45684,222037,23.68%
TAS,203,6706,16271,16923,14795,16534,71432,35.46%
NT,58,352,893,933,626,342,3204,3.46%
ACT,229,1434,2709,2421,1906,1649,10348,7.07%
TOTAL,38780,405576,497138,462245,367704,373813,2145256,24.40%
