STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3178,177442,234877,222745,171689,161316,971247,33.16%
VIC,4690,50628,61181,51684,39692,36368,244243,10.75%
QLD,8586,88041,80356,57320,35702,26485,296490,16.63%
SA,24959,60630,59391,57480,46669,42820,291949,43.16%
WA,1836,25848,54955,54616,42137,40438,219830,23.56%
TAS,535,7359,16173,17184,13809,14163,69223,33.37%
NT,156,765,1192,1018,598,278,4007,5.48%
ACT,606,2771,3767,3050,2218,1862,14274,9.48%
TOTAL,44546,413484,511892,465097,352514,323730,2111263,23.39%
