STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,27077,196554,235558,228031,177884,164646,1029750,37.10%
VIC,3021,41708,42043,41082,30729,26842,185425,8.70%
QLD,27265,96038,83660,56697,35378,25032,324070,18.88%
SA,26619,59961,57901,57082,47211,42405,291179,45.39%
WA,1258,33139,56351,54391,42676,38383,226198,25.30%
TAS,236,9740,16870,17555,14252,14139,72792,37.52%
NT,78,409,1005,893,617,277,3279,3.76%
ACT,292,1657,2746,2406,1854,1404,10359,7.43%
TOTAL,85846,439206,496134,458137,350601,313128,2143052,24.98%
