STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,26567,200638,238971,221608,160668,134558,983010,34.18%
VIC,5512,60265,60478,52909,38839,31328,249331,11.30%
QLD,26235,86634,77089,53396,33250,21213,297817,17.11%
SA,24977,58188,57559,56569,43798,35278,276369,41.37%
WA,2285,35919,57730,54486,40719,33963,225102,25.74%
TAS,528,10534,16988,17826,13148,12129,71153,34.91%
NT,182,916,1289,1003,588,229,4207,5.21%
ACT,560,3156,3693,3094,2157,1589,14249,9.98%
TOTAL,86846,456250,513797,460891,333167,270287,2121238,24.13%
