"State","16-17","18-24","25-34","35-44","45-54","55-64","65+","Total","% of ABS Estimated Population"
NSW,471,9526,39094,49791,46531,47100,70578,263091,8.7%
VIC,318,16241,65030,61947,51484,45332,53607,293959,12.5%
QLD,361,10082,41056,47008,44179,41208,49845,233739,12.6%
SA,3186,13820,22837,19802,19831,19808,28056,127340,18.5%
WA,147,8238,37100,36163,32804,28956,32471,175879,17.7%
TAS,48,2036,6113,6283,6672,6826,7438,35416,17.0%
NT,8,417,2333,2156,1761,1305,801,8781,10.2%
ACT,31,1615,6257,5583,4384,3656,4176,25702,16.5%
TOTAL,4570,61975,219820,228733,207646,194191,246972,1163907,12.4%
