STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,80,3084,15161,22901,24597,27615,45253,138691,4.82%
VIC,95,7440,26938,32095,28055,26661,32614,153898,6.92%
QLD,81,4750,15647,22923,24285,25220,33064,125970,7.03%
SA,2218,8558,8784,10735,11476,12317,18141,72229,10.97%
WA,56,5966,16433,19582,19679,18916,21874,102506,10.89%
TAS,27,962,2482,3086,3602,4209,4803,19171,9.67%
NT,5,219,875,1042,1067,986,567,4761,5.28%
ACT,18,890,2851,2884,2708,2312,2467,14130,9.73%
TOTAL,2580,31869,89171,115248,115469,118236,158783,631356,7.07%
