STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,183,7807,32518,41225,37751,39866,53839,213189,7.16%
VIC,392,20787,55974,54391,42072,37856,39833,251305,10.91%
QLD,338,13489,36861,42150,38436,35980,37541,204795,11.26%
SA,2183,13324,16485,17445,16968,17437,21512,105354,15.40%
WA,161,14197,34242,33252,29640,26108,24937,162537,17.65%
TAS,110,2678,5447,5918,6089,6139,5523,31904,15.35%
NT,19,747,2235,1954,1654,1154,564,8327,9.93%
ACT,58,2087,5447,4593,3655,3049,3013,21902,14.75%
TOTAL,3444,75116,189209,200928,176265,167589,186762,999313,10.93%
