STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,58259,205884,238389,225149,167345,144340,1039366,38.23%
VIC,8027,43714,43630,39680,28935,24123,188109,9.07%
QLD,47861,92002,79849,52933,32938,21638,327221,19.67%
SA,29168,56163,55713,55705,44196,37105,278050,43.97%
WA,3040,41348,58378,54898,41330,34628,233622,27.25%
TAS,661,12192,17276,17712,13454,12575,73870,38.47%
NT,132,507,1116,892,562,263,3472,4.04%
ACT,421,1975,2780,2464,1816,1274,10730,7.88%
TOTAL,147569,453785,497131,449433,330576,275946,2154440,25.77%
