STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,353,7966,34868,43717,39851,41705,57943,226403,7.73%
VIC,361,20173,58575,56746,44870,39779,43360,263864,11.61%
QLD,325,12335,38366,43454,39488,37400,40469,211837,11.88%
SA,2391,13771,18045,18295,17941,18431,23265,112139,16.58%
WA,146,12727,35372,34136,30235,26901,26734,166251,17.81%
TAS,85,2680,5722,6121,6266,6389,6021,33284,16.04%
NT,18,669,2254,2066,1709,1197,621,8534,11.68%
ACT,31,2062,5808,4897,3874,3192,3303,23167,15.39%
TOTAL,3710,72383,199010,209432,184234,174994,201716,1045479,11.58%
