STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,162,10105,28633,36694,34492,37169,44162,191417,6.66%
VIC,349,22566,47123,45921,35909,31987,30462,214317,9.71%
QLD,323,15657,33368,37813,35297,33102,30310,185870,10.68%
SA,1933,11977,13260,14585,14452,15064,16348,87619,13.12%
WA,187,15945,29412,29497,26675,22985,19708,144409,16.51%
TAS,87,2553,4628,5374,5403,5403,4222,27670,13.57%
NT,15,756,1974,1672,1406,942,395,7160,8.86%
ACT,31,2116,4502,3773,3084,2661,2206,18373,12.87%
TOTAL,3087,81675,162900,175329,156718,149313,147813,876835,9.97%
