STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,101,5992,12248,19151,18903,21787,27815,105997,4.01%
VIC,153,7637,15623,20201,18262,17151,17166,96193,4.92%
QLD,153,5788,10794,15438,16871,18103,18487,85634,5.57%
SA,3744,4201,3740,5317,5947,6723,8705,38377,6.31%
WA,91,4937,8330,11118,11506,11254,10943,58179,7.38%
TAS,24,703,1240,1654,2033,2261,2128,10043,5.39%
NT,4,177,595,744,580,467,244,2811,3.56%
ACT,15,659,1286,1542,1286,1254,1005,7047,5.56%
TOTAL,4285,30094,53856,75165,75388,79000,86493,404281,5.10%
