STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,5341,184543,232177,228301,184486,187936,1022784,35.55%
VIC,1784,37314,42326,40123,30457,29993,181997,8.18%
QLD,11369,97603,86720,59949,37390,29317,322348,18.00%
SA,26596,63033,60505,58271,49028,48833,306266,46.51%
WA,870,25787,54494,53965,43671,43548,222335,23.62%
TAS,193,7496,16504,17134,14611,15894,71832,36.25%
NT,58,357,912,923,604,328,3182,3.53%
ACT,211,1455,2689,2404,1872,1593,10224,7.04%
TOTAL,46422,417588,496327,461070,362119,357442,2140968,23.99%
