STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,4845,183795,235549,222781,169346,156276,972592,32.67%
VIC,4472,52433,60761,51963,38983,35404,244016,10.60%
QLD,10937,88369,79603,56550,35259,25445,296163,16.28%
SA,24445,60337,58914,57251,45912,41329,288188,42.12%
WA,1776,27462,55432,54468,41684,39100,219922,23.89%
TAS,520,7949,16332,17338,13675,13815,69629,33.49%
NT,159,790,1194,1025,585,264,4017,4.79%
ACT,484,2791,3736,3020,2219,1798,14048,9.46%
TOTAL,47638,423926,511521,464396,347663,313431,2108575,23.06%
