STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,6064,185475,232331,228354,184167,186630,1023021,35.56%
VIC,1775,37608,42286,40113,30455,29876,182113,8.19%
QLD,12100,97575,86514,59751,37324,29042,322306,18.00%
SA,26575,62942,60313,58180,48975,48461,305446,46.38%
WA,873,26164,54576,53923,43589,43254,222379,23.62%
TAS,195,7616,16532,17152,14605,15818,71918,36.29%
NT,62,358,914,918,606,325,3183,3.53%
ACT,206,1470,2695,2398,1867,1585,10221,7.04%
TOTAL,47850,419208,496161,460789,361588,354991,2140587,23.98%
