STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,6535,187220,236115,222793,167906,153096,973665,32.70%
VIC,4203,53507,60748,52009,38898,34855,244220,10.60%
QLD,12733,88244,79123,56085,35014,24836,296035,16.27%
SA,24178,60144,58712,57102,45491,40427,286054,41.81%
WA,1712,28504,55710,54478,41289,38343,220036,23.90%
TAS,451,8302,16426,17472,13559,13555,69765,33.56%
NT,146,812,1190,1013,592,253,4006,4.78%
ACT,485,2810,3713,3047,2187,1764,14006,9.43%
TOTAL,50443,429543,511737,463999,344936,307129,2107787,23.05%
