STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,207,10672,25987,32743,31562,34168,37811,173150,6.14%
VIC,391,21794,40057,39451,32123,28613,25532,187961,8.72%
QLD,391,15518,30230,33521,32062,30105,25371,167198,9.88%
SA,1882,10107,10943,12426,12469,13095,13399,74321,11.28%
WA,255,15077,25397,25493,23214,19525,16057,125018,14.77%
TAS,99,2511,4089,4770,4974,4763,3547,24753,12.27%
NT,13,662,1607,1391,1120,757,292,5842,7.43%
ACT,80,1890,3627,3181,2541,2239,1768,15326,10.93%
TOTAL,3318,78231,141937,152976,140065,133265,123777,773569,9.00%
