STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,80,5496,12521,20942,22029,25598,35953,122619,4.42%
VIC,109,9068,21200,26341,23099,21722,23491,125030,5.87%
QLD,121,6427,13971,20670,21905,23431,25596,112121,6.53%
SA,1853,6584,6132,8381,9068,9848,12899,54765,8.54%
WA,82,6884,13172,16635,16582,15881,16007,85243,9.53%
TAS,21,1021,2048,2644,3161,3643,3475,16013,8.25%
NT,3,230,695,879,837,730,367,3741,4.29%
ACT,7,870,2087,2232,1989,1828,1636,10649,7.64%
TOTAL,2276,36580,71826,98724,98670,102681,119424,530181,6.18%
