STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,64033,215437,241775,217354,148046,114233,1000878,36.41%
VIC,13735,65977,61934,50993,36356,27280,256275,12.35%
QLD,49792,81868,74521,49704,30273,17780,303938,19.02%
SA,29076,55727,57136,55746,40948,29963,268596,42.27%
WA,5583,46663,61352,55686,39083,29872,238239,29.41%
TAS,1244,13427,17779,17951,12288,10462,73151,37.08%
NT,291,1136,1409,1019,574,212,4641,6.51%
ACT,927,3616,3628,3122,2157,1420,14870,11.17%
TOTAL,164681,483851,519534,451575,309725,231222,2160588,26.13%
