STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,64282,208249,238641,224342,165449,140601,1041564,38.91%
VIC,9600,43933,43663,39316,28924,23596,189032,9.51%
QLD,52123,91208,78999,52091,32579,21117,328117,20.76%
SA,29869,55598,55495,55523,43872,36250,276607,44.98%
WA,3663,42838,58884,54952,41229,33976,235542,29.17%
TAS,777,12653,17404,17660,13334,12301,74129,39.36%
NT,146,535,1103,898,564,258,3504,4.30%
ACT,454,2025,2801,2479,1839,1251,10849,8.42%
TOTAL,160914,457039,496990,447261,327790,269350,2159344,26.77%
