STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,46095,201823,237697,226604,171559,151739,1035517,38.09%
VIC,5419,43213,43074,40657,29296,25240,186899,9.02%
QLD,39700,93493,81437,54416,33864,22816,325726,19.58%
SA,27868,57331,56224,56185,45271,38974,281853,44.57%
WA,2074,38285,57511,54647,41589,36061,230167,26.84%
TAS,420,11284,17096,17729,13765,13131,73425,38.23%
NT,108,467,1065,900,590,266,3396,3.96%
ACT,361,1850,2768,2433,1823,1314,10549,7.75%
TOTAL,122045,447746,496872,453571,337757,289541,2147532,25.69%
