STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,75,4788,13758,22215,23521,27138,40507,132002,4.63%
VIC,115,9037,24383,29806,25799,24418,27613,141171,6.41%
QLD,101,5998,14742,22326,23296,24781,29425,120669,6.82%
SA,2007,7767,7304,9599,10247,11270,15106,63300,9.70%
WA,52,6844,15202,18639,18590,18278,19153,96758,10.46%
TAS,39,1004,2249,2936,3381,3975,4064,17648,8.96%
NT,9,261,807,999,1016,896,472,4460,4.93%
ACT,17,938,2519,2638,2448,2119,2058,12737,8.94%
TOTAL,2415,36637,80964,109158,108298,112875,138398,588745,6.67%
