STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,177,9837,29772,38407,35751,38390,47136,199470,6.77%
VIC,405,23234,50150,49237,38121,34285,33357,228789,10.07%
QLD,376,15432,34443,39701,36351,34366,32543,193212,10.76%
SA,1958,12680,14329,15576,15271,15989,17753,93556,13.79%
WA,175,15806,31358,31005,27919,24617,21417,152297,16.85%
TAS,122,2654,4880,5617,5588,5691,4576,29128,14.12%
NT,28,814,2107,1798,1521,1034,452,7754,9.27%
ACT,50,2205,4816,4058,3312,2841,2459,19741,13.55%
TOTAL,3291,82662,171855,185399,163834,157213,159693,923947,10.23%
