STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,70667,210927,240736,223690,163670,137433,1047123,39.12%
VIC,11192,44599,43620,39261,28858,23123,190653,9.59%
QLD,55861,90532,78212,51184,32151,20539,328479,20.78%
SA,30270,54771,55396,55367,43518,35514,274836,44.69%
WA,4600,43968,59227,55100,40982,33298,237175,29.37%
TAS,959,13058,17452,17603,13241,11985,74298,39.45%
NT,168,628,1208,932,609,256,3801,4.67%
ACT,498,2069,2741,2508,1860,1226,10902,8.46%
TOTAL,174215,460552,498592,445645,324889,263374,2167267,26.87%
