STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,70929,219364,244811,217335,146353,111498,1010290,36.76%
VIC,16089,67101,62090,50950,36350,26710,259290,12.50%
QLD,53622,81066,73307,49026,29759,17276,304056,19.02%
SA,29657,55486,57131,55813,40677,29337,268101,42.19%
WA,6626,48167,61933,55980,38859,29283,240848,29.74%
TAS,1478,13752,17853,17903,12121,10247,73354,37.19%
NT,366,1418,1634,1100,652,217,5387,7.56%
ACT,1007,3580,3536,3081,2171,1376,14751,11.08%
TOTAL,179774,489934,522295,451188,306942,225944,2176077,26.32%
