STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3185,154625,229858,223141,176939,174868,962616,32.50%
VIC,4359,45011,61607,51141,40744,38978,241840,10.50%
QLD,4018,84357,80839,59664,37173,29105,295156,16.20%
SA,26233,60946,60387,58334,48098,46909,300907,44.10%
WA,1700,21642,52902,54960,43261,43964,218429,22.70%
TAS,544,6001,15532,17093,14187,15301,68658,33.10%
NT,151,691,1149,1030,609,313,3943,4.70%
ACT,537,2530,3759,3059,2249,2003,14137,9.20%
TOTAL,40727,375803,506033,468422,363260,351441,2105686,22.90%
