category,jurisdiction,financial_year,value
,NSW,2018-19,6.430753063292492
,NSW,2019-20,7.3919252766206975
,NSW,2020-21,8.022974296404426
,NSW,2021-22,9.252812808077435
,NSW,2022-23,9.27310592092735
,NSW,2023-24p,8.754826744794691
,VIC,2018-19,4.263418352399393
,VIC,2019-20,4.272916929166667
,VIC,2020-21,4.47472202102204
,VIC,2021-22,4.628830326830225
,VIC,2022-23,4.737322108514508
,VIC,2023-24p,4.48818723624149
,QLD,2018-19,7.594171281140878
,QLD,2019-20,7.72438023125303
,QLD,2020-21,8.334919668390148
,QLD,2021-22,8.025801023087205
,QLD,2022-23,8.200462619395845
,QLD,2023-24p,8.911065355135971
,SA,2018-19,5.579534332714579
,SA,2019-20,5.765847786439705
,SA,2020-21,5.795286423938797
,SA,2021-22,5.417543190730156
,SA,2022-23,5.107660292515579
,SA,2023-24p,4.9390928024402605
,WA,2018-19,5.523319896327002
,WA,2019-20,5.495425357570872
,WA,2020-21,6.015873306150827
,WA,2021-22,5.7604044927195766
,WA,2022-23,5.679498702703872
,WA,2023-24p,5.798429170071583
,TAS,2018-19,9.58837293523024
,TAS,2019-20,9.163902558637469
,TAS,2020-21,9.29997194800124
,TAS,2021-22,9.650172914888744
,TAS,2022-23,9.94185382920078
,TAS,2023-24p,10.779170627559425
,NT,2018-19,5.354619035779
,NT,2019-20,5.250876057904037
,NT,2020-21,5.290768788089084
,NT,2021-22,4.871669295951423
,NT,2022-23,4.324271012180321
,NT,2023-24p,3.4615543471036183
,ACT,2018-19,6.631494124663734
,ACT,2019-20,6.1073861994520815
,ACT,2020-21,6.098481252094865
,ACT,2021-22,5.745574349770861
,ACT,2022-23,5.67310165415785
,ACT,2023-24p,6.2192614483300455
,Aus Gov,2018-19,2.6260115860708617
,Aus Gov,2019-20,2.6864293970500963
,Aus Gov,2020-21,2.8084765716799938
,Aus Gov,2021-22,2.4047003139271252
,Aus Gov,2022-23,2.236928019403779
,Aus Gov,2023-24p,2.2565284441909674
,AUST Total,2018-19,5.869266326310054
,AUST Total,2019-20,6.173924989600146
,AUST Total,2020-21,6.611738393066385
,AUST Total,2021-22,6.8310052959923615
,AUST Total,2022-23,6.875848087579538
,AUST Total,2023-24p,6.800147512605367
