category,jurisdiction,financial_year,value
,NSW,2018-19,2.256418818165538
,NSW,2019-20,2.5259456766749113
,NSW,2020-21,2.819371375468917
,NSW,2021-22,2.7867598440943357
,NSW,2022-23,2.9531999705775513
,NSW,2023-24p,2.955720517665864
,VIC,2018-19,2.2809750246509615
,VIC,2019-20,2.455871859602043
,VIC,2020-21,2.682444318804779
,VIC,2021-22,2.748933123729692
,VIC,2022-23,2.853006989376631
,VIC,2023-24p,2.6205097955112615
,QLD,2018-19,2.5026842985698674
,QLD,2019-20,2.6482452924656372
,QLD,2020-21,2.9097456487277484
,QLD,2021-22,2.80318879404473
,QLD,2022-23,2.865365974907179
,QLD,2023-24p,3.072352956692819
,SA,2018-19,2.364276925119461
,SA,2019-20,2.5027535591878474
,SA,2020-21,2.4532194064526194
,SA,2021-22,2.207176855171958
,SA,2022-23,1.9926257770252793
,SA,2023-24p,1.7830047963879507
,WA,2018-19,2.344322612685438
,WA,2019-20,2.452736239630357
,WA,2020-21,2.818855624969129
,WA,2021-22,2.765605340005951
,WA,2022-23,2.7322544063581957
,WA,2023-24p,2.771923700594214
,TAS,2018-19,2.535695703199963
,TAS,2019-20,2.4493640789444595
,TAS,2020-21,2.5959052133116503
,TAS,2021-22,2.7249784441535505
,TAS,2022-23,2.699547494588657
,TAS,2023-24p,3.284776848043257
,NT,2018-19,2.153625252410721
,NT,2019-20,1.9490539943745495
,NT,2020-21,2.042609790070506
,NT,2021-22,1.7757420525319119
,NT,2022-23,1.3164705351838955
,NT,2023-24p,0.6931939189990663
,ACT,2018-19,2.3881045315985587
,ACT,2019-20,2.2867517451865513
,ACT,2020-21,2.360595620381997
,ACT,2021-22,2.261161518296919
,ACT,2022-23,2.1817011744159673
,ACT,2023-24p,2.2254338591254488
,Aus Gov,2018-19,0.9899101266863982
,Aus Gov,2019-20,1.0912359531789286
,Aus Gov,2020-21,1.1387795413935315
,Aus Gov,2021-22,0.9602965976124785
,Aus Gov,2022-23,0.8924694109220876
,Aus Gov,2023-24p,0.8274269129867275
,AUST Total,2018-19,2.287232195681051
,AUST Total,2019-20,2.4591687394636117
,AUST Total,2020-21,2.696528493215953
,AUST Total,2021-22,2.6421803343675814
,AUST Total,2022-23,2.703612242076588
,AUST Total,2023-24p,2.677135101861011
