category,jurisdiction,financial_year,value
,NSW,2019-20,0.917675848268643
,NSW,2020-21,1.01932100245665
,NSW,2021-22,1.06293406580958
,NSW,2022-23,0.984659287174348
,NSW,2023-24,0.956358753356685
,VIC,2019-20,0.848749616577936
,VIC,2020-21,0.941480515764929
,VIC,2021-22,0.989121841916806
,VIC,2022-23,1.08632993366189
,VIC,2023-24,1.07492420565226
,QLD,2019-20,1.10261505244875
,QLD,2020-21,1.02702434544069
,QLD,2021-22,1.0239109771702
,QLD,2022-23,0.947040624750854
,QLD,2023-24,1.03761917809093
,SA,2019-20,1.23776914821635
,SA,2020-21,1.24001567585859
,SA,2021-22,1.23674625858948
,SA,2022-23,1.19872393027843
,SA,2023-24,1.1765596216101
,WA,2019-20,1.05849318668891
,WA,2020-21,1.01534547122218
,WA,2021-22,1.08790706599177
,WA,2022-23,1.04103722531291
,WA,2023-24,0.995244872847676
,TAS,2019-20,1.82836606693178
,TAS,2020-21,2.00502335321472
,TAS,2021-22,2.01908990885714
,TAS,2022-23,1.8363860428227
,TAS,2023-24,1.93812900887212
,NT,2019-20,2.4779216651065
,NT,2020-21,2.29639225806988
,NT,2021-22,2.51323915735604
,NT,2022-23,2.19279504421084
,NT,2023-24,2.53426039929522
,ACT,2019-20,1.57758025747427
,ACT,2020-21,1.77755167426558
,ACT,2021-22,2.30052823119144
,ACT,2022-23,2.33764735232836
,ACT,2023-24,2.64603623812415
,Aus Gov,2019-20,1.2233319406799
,Aus Gov,2020-21,1.30908778754541
,Aus Gov,2021-22,1.26209619947322
,Aus Gov,2022-23,1.37447977512838
,Aus Gov,2023-24,1.29742441972898
,AUST,2019-20,1.02502015135806
,AUST,2020-21,1.07065346769843
,AUST,2021-22,1.11002452785267
,AUST,2022-23,1.08857689507818
,AUST,2023-24,1.09363966656388
