category,jurisdiction,financial_year,value
Within 6 months,QLD,2023-24,0.945443993035403
Within 6 months,SA,2019-20,0.351982378854626
Within 6 months,SA,2020-21,0.386374028349337
Within 6 months,SA,2021-22,0.361028684470821
Within 6 months,SA,2022-23,0.35371538250617
Within 6 months,SA,2023-24,0.465551460164446
Within 6 months,WA,2019-20,0.853490658800394
Within 6 months,WA,2020-21,0.826109127995921
Within 6 months,WA,2021-22,0.831989247311828
Within 6 months,WA,2022-23,0.819638455217749
Within 6 months,WA,2023-24,0.845911949685535
Within 6 months,TAS,2019-20,0.853351028533511
Within 6 months,TAS,2020-21,0.807866868381241
Within 6 months,TAS,2021-22,0.836813611755607
Within 6 months,TAS,2022-23,0.802098950524738
Within 6 months,TAS,2023-24,0.83816425120773
Within 6 months,NT,2019-20,1
Within 6 months,NT,2020-21,1
Within 6 months,NT,2021-22,1
Within 6 months,NT,2022-23,1
Within 6 months,NT,2023-24,1
Within 6 months,Aus Gov,2019-20,0.211937716262976
Within 6 months,Aus Gov,2020-21,0.187265917602996
Within 6 months,Aus Gov,2021-22,0.25749063670412
Within 6 months,Aus Gov,2022-23,0.260397830018083
Within 6 months,Aus Gov,2023-24,0.308118081180812
Within 6 months,Seacare,2019-20,0.166666666666667
Within 6 months,Seacare,2020-21,0.130434782608696
Within 6 months,Seacare,2021-22,0.260869565217391
Within 6 months,Seacare,2022-23,0.166666666666667
Within 6 months,Seacare,2023-24,0.264150943396226
Within 6 months,AUST,2019-20,0.759113479471963
Within 6 months,AUST,2020-21,0.734628117413374
Within 6 months,AUST,2021-22,0.742015796703297
Within 6 months,AUST,2022-23,0.716582719876017
Within 6 months,AUST,2023-24,0.759858825224187
Within 9 months,NSW,2019-20,0.949919871794872
Within 9 months,NSW,2020-21,0.937825763216679
Within 9 months,NSW,2021-22,0.912037914691943
Within 9 months,NSW,2022-23,0.880066798238955
Within 9 months,NSW,2023-24,0.886113589057389
Within 9 months,VIC,2019-20,0.895035460992908
Within 9 months,VIC,2020-21,0.847406434668418
Within 9 months,VIC,2021-22,0.876510989010989
Within 9 months,VIC,2022-23,0.877018797987821
Within 9 months,VIC,2023-24,0.899278021067582
Within 9 months,QLD,2019-20,0.946875
Within 9 months,QLD,2020-21,0.941563184806428
Within 9 months,QLD,2021-22,0.954512372634643
Within 9 months,QLD,2022-23,0.949946751863685
Within 9 months,QLD,2023-24,0.964016250725479
Within 9 months,SA,2019-20,0.471806167400881
Within 9 months,SA,2020-21,0.537722908093278
Within 9 months,SA,2021-22,0.525222551928783
Within 9 months,SA,2022-23,0.519330956950919
Within 9 months,SA,2023-24,0.623759569038843
Within 9 months,WA,2019-20,0.932645034414946
Within 9 months,WA,2020-21,0.910759816420194
Within 9 months,WA,2021-22,0.899641577060932
Within 9 months,WA,2022-23,0.877567789646672
Within 9 months,WA,2023-24,0.906446540880503
Within 9 months,TAS,2019-20,0.944260119442601
Within 9 months,TAS,2020-21,0.90695915279879
Within 9 months,TAS,2021-22,0.919566898685228
Within 9 months,TAS,2022-23,0.914542728635682
Within 9 months,TAS,2023-24,0.926328502415459
Within 9 months,NT,2019-20,1
Within 9 months,NT,2020-21,1
Within 9 months,NT,2021-22,1
Within 9 months,NT,2022-23,1
Within 9 months,NT,2023-24,1
Within 9 months,Aus Gov,2019-20,0.347750865051903
Within 9 months,Aus Gov,2020-21,0.313670411985019
Within 9 months,Aus Gov,2021-22,0.368913857677903
Within 9 months,Aus Gov,2022-23,0.397830018083183
Within 9 months,Aus Gov,2023-24,0.457564575645757
Within 9 months,Seacare,2019-20,0.4
Within 9 months,Seacare,2020-21,0.260869565217391
Within 9 months,Seacare,2021-22,0.347826086956522
Within 9 months,Seacare,2022-23,0.333333333333333
Within 9 months,Seacare,2023-24,0.433962264150943
Within 9 months,AUST,2019-20,0.854103588874087
Within 9 months,AUST,2020-21,0.835268152725667
Within 9 months,AUST,2021-22,0.830657623626374
Within 9 months,AUST,2022-23,0.81762882603642
Within 9 months,AUST,2023-24,0.854287463535852
