category,jurisdiction,financial_year,value
,NSW,2018-19,0.06106639077443286
,NSW,2019-20,0.056441159749857875
,NSW,2020-21,0.058721682172806544
,NSW,2021-22,0.08365149664019549
,NSW,2022-23,0.06991171972751287
,NSW,2023-24p,0.08118575358332127
,VIC,2018-19,0.06125718593911978
,VIC,2019-20,0.05923116542585569
,VIC,2020-21,0.05003845631814686
,VIC,2021-22,0.04911988060225626
,VIC,2022-23,0.049049809961992395
,VIC,2023-24p,0.039941130779608355
,QLD,2018-19,0.060192227907619966
,QLD,2019-20,0.06079642979745967
,QLD,2020-21,0.057608263806118394
,QLD,2021-22,0.060664556962025315
,QLD,2022-23,0.0627424671119797
,QLD,2023-24p,0.07340993347882102
,SA,2018-19,0.3431302610928806
,SA,2019-20,0.34050796383986226
,SA,2020-21,0.36005453306066804
,SA,2021-22,0.32279976373301833
,SA,2022-23,0.3183480646144468
,SA,2023-24p,0.2968798751950078
,WA,2018-19,0.07083935708818777
,WA,2019-20,0.06928546652792231
,WA,2020-21,0.07494930588051786
,WA,2021-22,0.07491359215497147
,WA,2022-23,0.0762470125664945
,WA,2023-24p,0.07513010334970315
,TAS,2018-19,0.22276323797930614
,TAS,2019-20,0.22654320987654322
,TAS,2020-21,0.2127536231884058
,TAS,2021-22,0.22832207207207209
,TAS,2022-23,0.21008403361344538
,TAS,2023-24p,0.21005917159763313
,NT,2018-19,0.20974076983503534
,NT,2019-20,0.22966101694915253
,NT,2020-21,0.19776440240756663
,NT,2021-22,0.22232824427480916
,NT,2022-23,0.2528379772961816
,NT,2023-24p,0.2423469387755102
,ACT,2018-19,0.16416184971098266
,ACT,2019-20,0.18202764976958524
,ACT,2020-21,0.2301845819761129
,ACT,2021-22,0.2296774193548387
,ACT,2022-23,0.2063397129186603
,ACT,2023-24p,0.1978518937252685
,Aus Gov,2018-19,0.7319371727748691
,Aus Gov,2019-20,0.7413706853426714
,Aus Gov,2020-21,0.7598173515981735
,Aus Gov,2021-22,0.8052681091251176
,Aus Gov,2022-23,0.7885874649204865
,Aus Gov,2023-24p,0.8016747465843984
,AUST Total,2018-19,0.09741982981491945
,AUST Total,2019-20,0.09482047389611246
,AUST Total,2020-21,0.09465208143421452
,AUST Total,2021-22,0.10158843582987212
,AUST Total,2022-23,0.09347521741229371
,AUST Total,2023-24p,0.09811860940695297
