category,jurisdiction,financial_year,value
,NSW,2018-19,10.58408962969822
,NSW,2019-20,12.110673232918057
,NSW,2020-21,13.074373304104833
,NSW,2021-22,14.952879533648597
,NSW,2022-23,15.213060125720306
,NSW,2023-24p,14.185972821804874
,VIC,2018-19,6.827046295353387
,VIC,2019-20,6.776874092436499
,VIC,2020-21,7.076596498288671
,VIC,2021-22,7.217229000938767
,VIC,2022-23,7.4871959752092305
,VIC,2023-24p,7.027466032700142
,QLD,2018-19,12.573689665210862
,QLD,2019-20,12.559957620304475
,QLD,2020-21,13.575559367964361
,QLD,2021-22,12.92211361623405
,QLD,2022-23,13.330353504972464
,QLD,2023-24p,14.307055220854519
,SA,2018-19,8.8909851720282
,SA,2019-20,9.037506726854355
,SA,2020-21,9.224656950692937
,SA,2021-22,8.529509911510315
,SA,2022-23,8.01515083473524
,SA,2023-24p,7.668885505560458
,WA,2018-19,9.301093315119145
,WA,2019-20,9.090866657724645
,WA,2020-21,9.832229233358168
,WA,2021-22,9.470051941803465
,WA,2022-23,9.540190215164296
,WA,2023-24p,9.602192517854547
,TAS,2018-19,14.50121918635311
,TAS,2019-20,13.499534691525662
,TAS,2020-21,14.042090057491702
,TAS,2021-22,14.532260211303024
,TAS,2022-23,15.080833000273046
,TAS,2023-24p,16.219502118692137
,NT,2018-19,9.336449842362287
,NT,2019-20,8.889573368362765
,NT,2020-21,8.861212266864035
,NT,2021-22,8.220214353396457
,NT,2022-23,7.344026121082687
,NT,2023-24p,5.827209348893665
,ACT,2018-19,10.279088623132468
,ACT,2019-20,9.443721817156334
,ACT,2020-21,9.630147599991771
,ACT,2021-22,8.914546895866845
,ACT,2022-23,8.685658606873366
,ACT,2023-24p,9.552730827023705
,Aus Gov,2018-19,4.585150725640025
,Aus Gov,2019-20,4.70277028734447
,Aus Gov,2020-21,4.913285783589447
,Aus Gov,2021-22,4.1729650390047555
,Aus Gov,2022-23,3.902573385424278
,Aus Gov,2023-24p,3.9251413444867396
,AUST Total,2018-19,9.611565761262726
,AUST Total,2019-20,9.99809367205292
,AUST Total,2020-21,10.69077972227263
,AUST Total,2021-22,10.950847268308925
,AUST Total,2022-23,11.157514134158935
,AUST Total,2023-24p,10.916191337786138
