category,jurisdiction,financial_year,value
E Construction,AUST,2021-22,10.464216465001547
E Construction,AUST,2022-23,9.007802113161029
E Construction,AUST,2023-24p,9.262851908771394
E Construction,NSW,2018-19,8.129560570987307
E Construction,NSW,2019-20,10.171794139855422
E Construction,NSW,2020-21,10.93077113849995
E Construction,NSW,2021-22,13.879595399420577
E Construction,NSW,2022-23,11.05916481030979
E Construction,NSW,2023-24p,10.841173890489987
E Construction,VIC,2018-19,6.02115866418073
E Construction,VIC,2019-20,6.235947492940691
E Construction,VIC,2020-21,5.934671057840794
E Construction,VIC,2021-22,7.026157271588861
E Construction,VIC,2022-23,6.264634314689722
E Construction,VIC,2023-24p,6.31323917054144
E Construction,QLD,2018-19,9.149053574670544
E Construction,QLD,2019-20,8.809460539785933
E Construction,QLD,2020-21,9.92927169826437
E Construction,QLD,2021-22,11.898005036617143
E Construction,QLD,2022-23,10.276988936847902
E Construction,QLD,2023-24p,11.232170068758784
E Construction,SA,2018-19,6.899417465601171
E Construction,SA,2019-20,7.881314646005722
E Construction,SA,2020-21,6.766541547207347
E Construction,SA,2021-22,7.872966493089679
E Construction,SA,2022-23,7.176297578728899
E Construction,SA,2023-24p,8.172015435050119
E Construction,WA,2018-19,7.523164932260758
E Construction,WA,2019-20,7.01011602288268
E Construction,WA,2020-21,7.446100025252079
E Construction,WA,2021-22,8.557240850356498
E Construction,WA,2022-23,7.771133685376351
E Construction,WA,2023-24p,8.39988959554999
E Construction,TAS,2018-19,11.796996804777272
E Construction,TAS,2019-20,13.501692594028041
E Construction,TAS,2020-21,13.28167625918961
E Construction,TAS,2021-22,13.40416697947685
E Construction,TAS,2022-23,14.924571962745231
E Construction,TAS,2023-24p,13.093541459886417
E Construction,NT,2018-19,7.144694067100811
E Construction,NT,2019-20,8.152450510790546
E Construction,NT,2020-21,8.477167527813812
E Construction,NT,2021-22,8.083743146879598
E Construction,NT,2022-23,6.566038668806746
E Construction,NT,2023-24p,5.574849192090947
E Construction,ACT,2018-19,11.26010322708883
E Construction,ACT,2019-20,9.72667217467947
E Construction,ACT,2020-21,11.174468730702008
E Construction,ACT,2021-22,14.47158456492451
E Construction,ACT,2022-23,11.470608094710162
E Construction,ACT,2023-24p,12.3123215850691
E Construction,Aus Gov,2018-19,2.647875165895593
E Construction,Aus Gov,2019-20,4.385645647254455
E Construction,Aus Gov,2020-21,5.080284813372081
E Construction,Aus Gov,2021-22,4.276273545459551
E Construction,Aus Gov,2022-23,1.5792426204911827
E Construction,Aus Gov,2023-24p,2.523875060631856
F Wholesale trade,AUST,2018-19,7.065488300818063
F Wholesale trade,AUST,2019-20,7.353213732958949
F Wholesale trade,AUST,2020-21,8.007214653646592
F Wholesale trade,AUST,2021-22,7.997246543603263
F Wholesale trade,AUST,2022-23,8.194299030304757
F Wholesale trade,AUST,2023-24p,7.5953735671726825
F Wholesale trade,NSW,2018-19,7.666856455627138
F Wholesale trade,NSW,2019-20,8.418557909304344
F Wholesale trade,NSW,2020-21,9.697813928261507
F Wholesale trade,NSW,2021-22,9.444583097027998
F Wholesale trade,NSW,2022-23,8.662970833320415
F Wholesale trade,NSW,2023-24p,8.156169078290887
F Wholesale trade,VIC,2018-19,5.811957899817875
F Wholesale trade,VIC,2019-20,5.945427068713092
F Wholesale trade,VIC,2020-21,6.11616392759091
F Wholesale trade,VIC,2021-22,6.301780061872171
F Wholesale trade,VIC,2022-23,7.519043679305876
F Wholesale trade,VIC,2023-24p,6.053194310273711
F Wholesale trade,QLD,2018-19,8.765977407723554
F Wholesale trade,QLD,2019-20,9.35503929527106
F Wholesale trade,QLD,2020-21,8.836367219774079
F Wholesale trade,QLD,2021-22,10.05044294950901
F Wholesale trade,QLD,2022-23,11.0657776396037
F Wholesale trade,QLD,2023-24p,10.392234152202565
F Wholesale trade,SA,2018-19,6.349374750041098
F Wholesale trade,SA,2019-20,5.02199411516895
F Wholesale trade,SA,2020-21,6.366817702008229
F Wholesale trade,SA,2021-22,5.417666191588268
F Wholesale trade,SA,2022-23,4.888972667287121
F Wholesale trade,SA,2023-24p,5.380948579908758
F Wholesale trade,WA,2018-19,5.7396515992565575
F Wholesale trade,WA,2019-20,5.572593398820095
F Wholesale trade,WA,2020-21,6.762102101596644
F Wholesale trade,WA,2021-22,6.172965387496625
F Wholesale trade,WA,2022-23,5.623610015360443
F Wholesale trade,WA,2023-24p,5.7270539497694575
F Wholesale trade,TAS,2018-19,9.15287820441535
F Wholesale trade,TAS,2019-20,10.106996411345776
F Wholesale trade,TAS,2020-21,9.621110017621213
F Wholesale trade,TAS,2021-22,8.98031917354133
F Wholesale trade,TAS,2022-23,9.677998303511892
F Wholesale trade,TAS,2023-24p,13.35753808399658
F Wholesale trade,NT,2018-19,3.1883338884999257
F Wholesale trade,NT,2019-20,4.227794928015278
F Wholesale trade,NT,2020-21,8.452618280760667
F Wholesale trade,NT,2021-22,4.476544016813469
F Wholesale trade,NT,2022-23,3.7414690266094395
F Wholesale trade,NT,2023-24p,3.0004906268773746
F Wholesale trade,ACT,2018-19,6.592062958936549
F Wholesale trade,ACT,2019-20,6.339275969843277
F Wholesale trade,ACT,2020-21,11.905001638934225
F Wholesale trade,ACT,2021-22,14.052468967707222
F Wholesale trade,ACT,2022-23,8.868809825334885
F Wholesale trade,ACT,2023-24p,10.101809210176013
G Retail trade,AUST,2018-19,4.817097634444503
G Retail trade,AUST,2019-20,5.118897589519953
G Retail trade,AUST,2020-21,5.136300521340182
G Retail trade,AUST,2021-22,5.591819258657439
G Retail trade,AUST,2022-23,5.422125099849435
G Retail trade,AUST,2023-24p,5.512328120532986
G Retail trade,NSW,2018-19,4.799621449100063
G Retail trade,NSW,2019-20,5.350529133186159
G Retail trade,NSW,2020-21,5.750015836098508
G Retail trade,NSW,2021-22,7.463977834122427
G Retail trade,NSW,2022-23,6.634858603963673
G Retail trade,NSW,2023-24p,6.692757118895469
G Retail trade,VIC,2018-19,3.6148924396605926
G Retail trade,VIC,2019-20,4.074316526787092
G Retail trade,VIC,2020-21,3.7306166296501444
G Retail trade,VIC,2021-22,3.835644683740583
G Retail trade,VIC,2022-23,3.9016619344586188
G Retail trade,VIC,2023-24p,3.5583925309128004
G Retail trade,QLD,2018-19,6.329882173552568
G Retail trade,QLD,2019-20,6.824347299246446
G Retail trade,QLD,2020-21,6.393077383851591
G Retail trade,QLD,2021-22,6.657485719144976
G Retail trade,QLD,2022-23,6.222301407686345
G Retail trade,QLD,2023-24p,7.026415059178774
G Retail trade,SA,2018-19,4.352057326543814
G Retail trade,SA,2019-20,4.11075729161022
G Retail trade,SA,2020-21,4.4001442796812285
G Retail trade,SA,2021-22,3.896565571073002
G Retail trade,SA,2022-23,4.09744773181
G Retail trade,SA,2023-24p,3.8147153804632583
G Retail trade,WA,2018-19,4.918411600710784
G Retail trade,WA,2019-20,4.231711029449321
G Retail trade,WA,2020-21,4.528898888497938
G Retail trade,WA,2021-22,3.9716009952315368
G Retail trade,WA,2022-23,4.6159222416512415
G Retail trade,WA,2023-24p,4.68231093207701
G Retail trade,TAS,2018-19,6.1179060323181895
G Retail trade,TAS,2019-20,7.021129977792907
G Retail trade,TAS,2020-21,5.407681260146719
G Retail trade,TAS,2021-22,4.432428141961631
G Retail trade,TAS,2022-23,5.818598516159733
G Retail trade,TAS,2023-24p,5.88018508631958
G Retail trade,NT,2018-19,4.960989401855708
G Retail trade,NT,2019-20,3.6323808323089697
G Retail trade,NT,2020-21,4.197100529163277
G Retail trade,NT,2021-22,4.397530224912724
G Retail trade,NT,2022-23,3.594738989203501
G Retail trade,NT,2023-24p,3.6953232047855007
G Retail trade,ACT,2018-19,7.389303780227176
G Retail trade,ACT,2019-20,6.304469303083978
G Retail trade,ACT,2020-21,7.270354873451591
G Retail trade,ACT,2021-22,4.852628364692292
G Retail trade,ACT,2022-23,5.081901830488182
G Retail trade,ACT,2023-24p,6.54972414048217
H Accommodation and food services,AUST,2018-19,5.542042144164954
H Accommodation and food services,AUST,2019-20,6.2633966339431915
H Accommodation and food services,AUST,2020-21,7.039960843768692
H Accommodation and food services,AUST,2021-22,7.2322393757325285
H Accommodation and food services,AUST,2022-23,6.472404319853489
H Accommodation and food services,AUST,2023-24p,7.002597290347727
H Accommodation and food services,NSW,2018-19,6.457037494951153
H Accommodation and food services,NSW,2019-20,8.499919335806833
H Accommodation and food services,NSW,2020-21,9.356448974539278
H Accommodation and food services,NSW,2021-22,11.099046227175233
H Accommodation and food services,NSW,2022-23,8.525785866197992
H Accommodation and food services,NSW,2023-24p,9.34804325831538
H Accommodation and food services,VIC,2018-19,3.087320493744818
H Accommodation and food services,VIC,2019-20,3.136072504345362
H Accommodation and food services,VIC,2020-21,3.2420792182952574
H Accommodation and food services,VIC,2021-22,3.494128065607435
H Accommodation and food services,VIC,2022-23,3.2464265123816602
H Accommodation and food services,VIC,2023-24p,3.244324241962961
H Accommodation and food services,QLD,2018-19,7.2507139480643
H Accommodation and food services,QLD,2019-20,7.2793035235812305
H Accommodation and food services,QLD,2020-21,9.214815908946015
H Accommodation and food services,QLD,2021-22,7.673211389852921
H Accommodation and food services,QLD,2022-23,8.26433935437901
H Accommodation and food services,QLD,2023-24p,9.331959907573024
H Accommodation and food services,SA,2018-19,4.434982376800001
H Accommodation and food services,SA,2019-20,3.9582231699537704
H Accommodation and food services,SA,2020-21,3.8872101797319134
H Accommodation and food services,SA,2021-22,4.818011130442555
H Accommodation and food services,SA,2022-23,4.092934816982416
H Accommodation and food services,SA,2023-24p,4.452725799290142
H Accommodation and food services,WA,2018-19,4.55962861106682
H Accommodation and food services,WA,2019-20,5.1496559519820755
H Accommodation and food services,WA,2020-21,6.129998084468591
H Accommodation and food services,WA,2021-22,6.098171267580768
H Accommodation and food services,WA,2022-23,5.633121147734236
H Accommodation and food services,WA,2023-24p,5.620349354815506
H Accommodation and food services,TAS,2018-19,7.47550766447717
H Accommodation and food services,TAS,2019-20,6.3060245885324875
H Accommodation and food services,TAS,2020-21,5.184605444167886
H Accommodation and food services,TAS,2021-22,5.4086967199117675
H Accommodation and food services,TAS,2022-23,6.645633943237257
H Accommodation and food services,TAS,2023-24p,6.751028878342955
H Accommodation and food services,NT,2018-19,5.178277484863424
H Accommodation and food services,NT,2019-20,6.9639027137346305
H Accommodation and food services,NT,2020-21,4.929016903944176
H Accommodation and food services,NT,2021-22,4.913559590104767
H Accommodation and food services,NT,2022-23,3.685065029064917
H Accommodation and food services,NT,2023-24p,3.6361123687861925
H Accommodation and food services,ACT,2018-19,6.262818974634674
H Accommodation and food services,ACT,2019-20,6.744863514167512
H Accommodation and food services,ACT,2020-21,6.407572551623316
H Accommodation and food services,ACT,2021-22,5.669935223033319
H Accommodation and food services,ACT,2022-23,6.113308968552655
H Accommodation and food services,ACT,2023-24p,6.306071374624173
"I Transport, postal and warehousing",AUST,2018-19,8.455467809610827
"I Transport, postal and warehousing",AUST,2019-20,9.083662145842824
"I Transport, postal and warehousing",AUST,2020-21,8.957161866244991
"I Transport, postal and warehousing",AUST,2021-22,9.845150491683501
"I Transport, postal and warehousing",AUST,2022-23,9.736153660403861
"I Transport, postal and warehousing",AUST,2023-24p,9.0209678333185
"I Transport, postal and warehousing",NSW,2018-19,8.938284106025144
"I Transport, postal and warehousing",NSW,2019-20,12.233378651464587
"I Transport, postal and warehousing",NSW,2020-21,11.92586030750147
"I Transport, postal and warehousing",NSW,2021-22,15.337725257219835
"I Transport, postal and warehousing",NSW,2022-23,13.82597690412076
"I Transport, postal and warehousing",NSW,2023-24p,12.363467403591523
"I Transport, postal and warehousing",VIC,2018-19,7.311907478283869
"I Transport, postal and warehousing",VIC,2019-20,6.511687928144228
"I Transport, postal and warehousing",VIC,2020-21,6.112109438057662
"I Transport, postal and warehousing",VIC,2021-22,6.695881278186531
"I Transport, postal and warehousing",VIC,2022-23,6.9716345313018175
"I Transport, postal and warehousing",VIC,2023-24p,6.018032580611519
"I Transport, postal and warehousing",QLD,2018-19,10.452771350629137
"I Transport, postal and warehousing",QLD,2019-20,9.421400191932783
"I Transport, postal and warehousing",QLD,2020-21,9.11373516517799
"I Transport, postal and warehousing",QLD,2021-22,9.162056811865025
"I Transport, postal and warehousing",QLD,2022-23,10.260121241835153
"I Transport, postal and warehousing",QLD,2023-24p,8.975237293230386
"I Transport, postal and warehousing",SA,2018-19,7.73216187420165
"I Transport, postal and warehousing",SA,2019-20,9.736799359385843
"I Transport, postal and warehousing",SA,2020-21,8.534267519548129
"I Transport, postal and warehousing",SA,2021-22,9.33216948302025
"I Transport, postal and warehousing",SA,2022-23,9.682405433737472
"I Transport, postal and warehousing",SA,2023-24p,8.708457528755677
"I Transport, postal and warehousing",WA,2018-19,7.052722523445192
"I Transport, postal and warehousing",WA,2019-20,8.055918334476084
"I Transport, postal and warehousing",WA,2020-21,8.32067833591174
"I Transport, postal and warehousing",WA,2021-22,8.52297498621825
"I Transport, postal and warehousing",WA,2022-23,9.004872741767722
"I Transport, postal and warehousing",WA,2023-24p,9.223082806249728
"I Transport, postal and warehousing",TAS,2018-19,10.72740969580003
"I Transport, postal and warehousing",TAS,2019-20,11.642450782161688
"I Transport, postal and warehousing",TAS,2020-21,9.65959838331678
"I Transport, postal and warehousing",TAS,2021-22,12.607158480173588
"I Transport, postal and warehousing",TAS,2022-23,13.052765872205306
"I Transport, postal and warehousing",TAS,2023-24p,16.010296236093115
"I Transport, postal and warehousing",NT,2018-19,7.223173311500201
"I Transport, postal and warehousing",NT,2019-20,7.174609773318907
"I Transport, postal and warehousing",NT,2020-21,9.957522748431703
"I Transport, postal and warehousing",NT,2021-22,6.626836983846291
"I Transport, postal and warehousing",NT,2022-23,8.928373032158243
"I Transport, postal and warehousing",NT,2023-24p,5.92185150947433
"I Transport, postal and warehousing",ACT,2018-19,4.37608850792515
"I Transport, postal and warehousing",ACT,2019-20,7.909121904487168
"I Transport, postal and warehousing",ACT,2020-21,4.339208311238592
"I Transport, postal and warehousing",ACT,2021-22,6.001907585253945
"I Transport, postal and warehousing",ACT,2022-23,4.962772004816515
"I Transport, postal and warehousing",ACT,2023-24p,8.311283652583375
"I Transport, postal and warehousing",Aus Gov,2018-19,7.523009074206189
"I Transport, postal and warehousing",Aus Gov,2019-20,7.9057817247310735
"I Transport, postal and warehousing",Aus Gov,2020-21,9.227173124337902
"I Transport, postal and warehousing",Aus Gov,2021-22,8.326371623734893
"I Transport, postal and warehousing",Aus Gov,2022-23,7.230266261492665
"I Transport, postal and warehousing",Aus Gov,2023-24p,8.251629887860146
J Information media and telecommunications,AUST,2018-19,1.3282867008930253
J Information media and telecommunications,AUST,2019-20,1.4724968398916964
J Information media and telecommunications,AUST,2020-21,1.8022153169639996
J Information media and telecommunications,AUST,2021-22,2.0401358136143446
J Information media and telecommunications,AUST,2022-23,2.037739911052314
J Information media and telecommunications,AUST,2023-24p,1.8074983423866318
J Information media and telecommunications,NSW,2018-19,1.8813740027282164
J Information media and telecommunications,NSW,2019-20,2.9785364698259973
J Information media and telecommunications,NSW,2020-21,3.8674196016743707
