category,jurisdiction,financial_year,value
"A Agriculture, forestry and fishing",AUST,2018-19,9.416090743630619
"A Agriculture, forestry and fishing",AUST,2019-20,9.342447122227666
"A Agriculture, forestry and fishing",AUST,2020-21,11.182315523749278
"A Agriculture, forestry and fishing",AUST,2021-22,10.94221226202536
"A Agriculture, forestry and fishing",AUST,2022-23,11.22514124717277
"A Agriculture, forestry and fishing",AUST,2023-24p,9.991187383127455
"A Agriculture, forestry and fishing",NSW,2018-19,11.816856412149374
"A Agriculture, forestry and fishing",NSW,2019-20,13.189229796035391
"A Agriculture, forestry and fishing",NSW,2020-21,15.933162029697513
"A Agriculture, forestry and fishing",NSW,2021-22,13.684441713581274
"A Agriculture, forestry and fishing",NSW,2022-23,14.908843712688077
"A Agriculture, forestry and fishing",NSW,2023-24p,15.425886815653945
"A Agriculture, forestry and fishing",VIC,2018-19,4.559894940610418
"A Agriculture, forestry and fishing",VIC,2019-20,4.884928998040524
"A Agriculture, forestry and fishing",VIC,2020-21,7.240167056687937
"A Agriculture, forestry and fishing",VIC,2021-22,7.544914740831707
"A Agriculture, forestry and fishing",VIC,2022-23,6.510502809794228
"A Agriculture, forestry and fishing",VIC,2023-24p,4.691362730695028
"A Agriculture, forestry and fishing",QLD,2018-19,12.76220378822248
"A Agriculture, forestry and fishing",QLD,2019-20,9.817862183727645
"A Agriculture, forestry and fishing",QLD,2020-21,11.715974072242629
"A Agriculture, forestry and fishing",QLD,2021-22,11.834611788076307
"A Agriculture, forestry and fishing",QLD,2022-23,14.443358764177137
"A Agriculture, forestry and fishing",QLD,2023-24p,12.59960600165137
"A Agriculture, forestry and fishing",SA,2018-19,6.706915227215364
"A Agriculture, forestry and fishing",SA,2019-20,7.640813386841182
"A Agriculture, forestry and fishing",SA,2020-21,6.520615247074921
"A Agriculture, forestry and fishing",SA,2021-22,7.647208680545758
"A Agriculture, forestry and fishing",SA,2022-23,7.30781308470191
"A Agriculture, forestry and fishing",SA,2023-24p,6.3170319435225375
"A Agriculture, forestry and fishing",WA,2018-19,9.345641563332359
"A Agriculture, forestry and fishing",WA,2019-20,9.938298616504413
"A Agriculture, forestry and fishing",WA,2020-21,10.29720793613025
"A Agriculture, forestry and fishing",WA,2021-22,11.04106247557465
"A Agriculture, forestry and fishing",WA,2022-23,12.194261319778606
"A Agriculture, forestry and fishing",WA,2023-24p,11.002575159483888
"A Agriculture, forestry and fishing",TAS,2018-19,13.890433309093837
"A Agriculture, forestry and fishing",TAS,2019-20,10.337690243444852
"A Agriculture, forestry and fishing",TAS,2020-21,11.976234128499316
"A Agriculture, forestry and fishing",TAS,2021-22,13.029004673281108
"A Agriculture, forestry and fishing",TAS,2022-23,12.437120433319821
"A Agriculture, forestry and fishing",TAS,2023-24p,13.843449873536912
"A Agriculture, forestry and fishing",NT,2018-19,42.922641110232455
"A Agriculture, forestry and fishing",NT,2019-20,23.67243483677906
"A Agriculture, forestry and fishing",NT,2020-21,31.23104153186333
"A Agriculture, forestry and fishing",NT,2021-22,12.214309921908017
"A Agriculture, forestry and fishing",NT,2022-23,9.831132870021309
"A Agriculture, forestry and fishing",NT,2023-24p,9.06811217149938
"A Agriculture, forestry and fishing",ACT,2018-19,NP
"A Agriculture, forestry and fishing",ACT,2019-20,NP
"A Agriculture, forestry and fishing",ACT,2020-21,NP
"A Agriculture, forestry and fishing",ACT,2021-22,NP
"A Agriculture, forestry and fishing",ACT,2022-23,NP
"A Agriculture, forestry and fishing",ACT,2023-24p,NP
B Mining,AUST,2018-19,4.985070109981847
B Mining,AUST,2019-20,5.208460338309354
B Mining,AUST,2020-21,5.2081444694612715
B Mining,AUST,2021-22,6.744940144393625
B Mining,AUST,2022-23,7.063152994059604
B Mining,AUST,2023-24p,6.673246117003642
B Mining,NSW,2018-19,8.057785639864422
B Mining,NSW,2019-20,9.47607109282204
B Mining,NSW,2020-21,8.645938389951766
B Mining,NSW,2021-22,13.323053925924926
B Mining,NSW,2022-23,11.758255518327415
B Mining,NSW,2023-24p,10.608082679444113
B Mining,VIC,2018-19,2.7598831114207374
B Mining,VIC,2019-20,4.4437921893002885
B Mining,VIC,2020-21,5.868660927510772
B Mining,VIC,2021-22,6.997028644076547
B Mining,VIC,2022-23,7.348788787374962
B Mining,VIC,2023-24p,5.007652407998417
B Mining,QLD,2018-19,3.6058423154046344
B Mining,QLD,2019-20,4.123900431878948
B Mining,QLD,2020-21,3.5072007493100434
B Mining,QLD,2021-22,4.149970406069981
B Mining,QLD,2022-23,7.174114199367883
B Mining,QLD,2023-24p,7.234679226792721
B Mining,SA,2018-19,4.742202747926226
B Mining,SA,2019-20,5.2404388560092885
B Mining,SA,2020-21,5.18154309029045
B Mining,SA,2021-22,5.17817829506261
B Mining,SA,2022-23,7.3515106230471785
B Mining,SA,2023-24p,5.668340610530067
B Mining,WA,2018-19,5.085068811572183
B Mining,WA,2019-20,4.661958966361839
B Mining,WA,2020-21,5.250341396816047
B Mining,WA,2021-22,6.93517735592546
B Mining,WA,2022-23,6.15571487099932
B Mining,WA,2023-24p,5.934515819756068
B Mining,TAS,2018-19,5.404087843455501
B Mining,TAS,2019-20,4.38261942821809
B Mining,TAS,2020-21,4.837372942807715
B Mining,TAS,2021-22,8.18275707092784
B Mining,TAS,2022-23,5.476537640978879
B Mining,TAS,2023-24p,8.58641133178501
B Mining,NT,2018-19,5.01959647985561
B Mining,NT,2019-20,4.220101792425078
B Mining,NT,2020-21,2.9915271213265386
B Mining,NT,2021-22,2.9083392256492497
B Mining,NT,2022-23,4.204433865932793
B Mining,NT,2023-24p,2.336091946486882
C Manufacturing,AUST,2018-19,8.457164967751504
C Manufacturing,AUST,2019-20,9.089578386595266
C Manufacturing,AUST,2020-21,9.655016891737207
C Manufacturing,AUST,2021-22,9.90305586917297
C Manufacturing,AUST,2022-23,9.541397782940402
C Manufacturing,AUST,2023-24p,9.38364066935291
C Manufacturing,NSW,2018-19,9.250935071558523
C Manufacturing,NSW,2019-20,11.745311532376139
C Manufacturing,NSW,2020-21,12.045690312620826
C Manufacturing,NSW,2021-22,12.4805055161142
C Manufacturing,NSW,2022-23,12.311331603778745
C Manufacturing,NSW,2023-24p,11.490134916259194
C Manufacturing,VIC,2018-19,6.4953884033660305
C Manufacturing,VIC,2019-20,6.063235057418092
C Manufacturing,VIC,2020-21,6.8619705574391565
C Manufacturing,VIC,2021-22,7.0195710959763895
C Manufacturing,VIC,2022-23,6.665485260722783
C Manufacturing,VIC,2023-24p,6.243001227709936
C Manufacturing,QLD,2018-19,11.900498995212848
C Manufacturing,QLD,2019-20,11.870963454493017
C Manufacturing,QLD,2020-21,11.619240918275844
C Manufacturing,QLD,2021-22,11.920804453991147
C Manufacturing,QLD,2022-23,12.064962429094548
C Manufacturing,QLD,2023-24p,12.772282220413286
C Manufacturing,SA,2018-19,6.200768289778208
C Manufacturing,SA,2019-20,7.079054656611449
C Manufacturing,SA,2020-21,7.345586068052819
C Manufacturing,SA,2021-22,7.376153881684121
C Manufacturing,SA,2022-23,6.657004352092733
C Manufacturing,SA,2023-24p,5.9609581181315825
C Manufacturing,WA,2018-19,7.444240608027412
C Manufacturing,WA,2019-20,7.8474380091509115
C Manufacturing,WA,2020-21,8.83989993060068
C Manufacturing,WA,2021-22,9.907981717464416
C Manufacturing,WA,2022-23,8.356305767595735
C Manufacturing,WA,2023-24p,9.0860054309071
C Manufacturing,TAS,2018-19,11.205839259913862
C Manufacturing,TAS,2019-20,11.434675893603055
C Manufacturing,TAS,2020-21,11.112307509550462
C Manufacturing,TAS,2021-22,11.160940533941002
C Manufacturing,TAS,2022-23,11.209775443964991
C Manufacturing,TAS,2023-24p,12.315229856324333
C Manufacturing,NT,2018-19,6.9839225680531305
C Manufacturing,NT,2019-20,5.969843378776586
C Manufacturing,NT,2020-21,9.442690575239807
C Manufacturing,NT,2021-22,8.450466096491382
C Manufacturing,NT,2022-23,5.601204350857612
C Manufacturing,NT,2023-24p,4.320156618003806
C Manufacturing,ACT,2018-19,9.207774231950435
C Manufacturing,ACT,2019-20,12.5017970126737
C Manufacturing,ACT,2020-21,12.055333312954664
C Manufacturing,ACT,2021-22,9.426064121786352
C Manufacturing,ACT,2022-23,5.9075583789657715
C Manufacturing,ACT,2023-24p,8.372151074698811
C Manufacturing,Aus Gov,2018-19,1.629522318383022
C Manufacturing,Aus Gov,2019-20,1.8946023086194996
C Manufacturing,Aus Gov,2020-21,1.1626836565637308
C Manufacturing,Aus Gov,2021-22,0.7939451202767199
C Manufacturing,Aus Gov,2022-23,0.8759080675533425
C Manufacturing,Aus Gov,2023-24p,1.1707370215806103
"D Electricity, gas, water and waste services",AUST,2018-19,4.256392860851306
"D Electricity, gas, water and waste services",AUST,2019-20,3.9990317866229512
"D Electricity, gas, water and waste services",AUST,2020-21,4.7098503740924755
"D Electricity, gas, water and waste services",AUST,2021-22,5.618720690925019
"D Electricity, gas, water and waste services",AUST,2022-23,6.0808787922011724
"D Electricity, gas, water and waste services",AUST,2023-24p,5.978142822409333
"D Electricity, gas, water and waste services",NSW,2018-19,5.3097649381483185
"D Electricity, gas, water and waste services",NSW,2019-20,5.261397845359014
"D Electricity, gas, water and waste services",NSW,2020-21,5.362015517016579
"D Electricity, gas, water and waste services",NSW,2021-22,6.2765443273361825
"D Electricity, gas, water and waste services",NSW,2022-23,6.987816787431247
"D Electricity, gas, water and waste services",NSW,2023-24p,7.386063551066503
"D Electricity, gas, water and waste services",VIC,2018-19,3.2515370901152214
"D Electricity, gas, water and waste services",VIC,2019-20,2.5659211150045214
"D Electricity, gas, water and waste services",VIC,2020-21,3.834788400140548
"D Electricity, gas, water and waste services",VIC,2021-22,4.025847410382793
"D Electricity, gas, water and waste services",VIC,2022-23,4.054917004131139
"D Electricity, gas, water and waste services",VIC,2023-24p,3.673175951525931
"D Electricity, gas, water and waste services",QLD,2018-19,4.765146827129281
"D Electricity, gas, water and waste services",QLD,2019-20,4.53646643474215
"D Electricity, gas, water and waste services",QLD,2020-21,4.740606837862406
"D Electricity, gas, water and waste services",QLD,2021-22,5.847276370363287
"D Electricity, gas, water and waste services",QLD,2022-23,6.550217805396723
"D Electricity, gas, water and waste services",QLD,2023-24p,6.7786058486206295
"D Electricity, gas, water and waste services",SA,2018-19,2.5845519150575145
"D Electricity, gas, water and waste services",SA,2019-20,2.334864504640505
"D Electricity, gas, water and waste services",SA,2020-21,4.378744314828985
"D Electricity, gas, water and waste services",SA,2021-22,3.24167227487819
"D Electricity, gas, water and waste services",SA,2022-23,5.389971354673967
"D Electricity, gas, water and waste services",SA,2023-24p,2.9981596252103477
"D Electricity, gas, water and waste services",WA,2018-19,2.496069722398898
"D Electricity, gas, water and waste services",WA,2019-20,2.963767644433007
"D Electricity, gas, water and waste services",WA,2020-21,4.25754502116256
"D Electricity, gas, water and waste services",WA,2021-22,6.3525154198402
"D Electricity, gas, water and waste services",WA,2022-23,7.871986228365394
"D Electricity, gas, water and waste services",WA,2023-24p,7.315625239694513
"D Electricity, gas, water and waste services",TAS,2018-19,6.925379290872335
"D Electricity, gas, water and waste services",TAS,2019-20,5.544611923290051
"D Electricity, gas, water and waste services",TAS,2020-21,4.502362438962149
"D Electricity, gas, water and waste services",TAS,2021-22,7.789042003195437
"D Electricity, gas, water and waste services",TAS,2022-23,5.338404666893801
"D Electricity, gas, water and waste services",TAS,2023-24p,8.32243492070316
"D Electricity, gas, water and waste services",NT,2018-19,2.4964565169547748
"D Electricity, gas, water and waste services",NT,2019-20,2.3492869546938056
"D Electricity, gas, water and waste services",NT,2020-21,3.6223529930057063
"D Electricity, gas, water and waste services",NT,2021-22,5.044314323518189
"D Electricity, gas, water and waste services",NT,2022-23,NP
"D Electricity, gas, water and waste services",NT,2023-24p,3.0602943991451887
"D Electricity, gas, water and waste services",ACT,2018-19,16.45637045580394
"D Electricity, gas, water and waste services",ACT,2019-20,13.02484337307944
"D Electricity, gas, water and waste services",ACT,2020-21,9.177690363723377
"D Electricity, gas, water and waste services",ACT,2021-22,16.24907433898213
"D Electricity, gas, water and waste services",ACT,2022-23,11.753206004875551
"D Electricity, gas, water and waste services",ACT,2023-24p,11.175218379346667
"D Electricity, gas, water and waste services",Aus Gov,2018-19,7.384169564781408
"D Electricity, gas, water and waste services",Aus Gov,2019-20,6.977638673615546
"D Electricity, gas, water and waste services",Aus Gov,2020-21,5.9965444065984554
"D Electricity, gas, water and waste services",Aus Gov,2021-22,7.938115163692315
"D Electricity, gas, water and waste services",Aus Gov,2022-23,7.30196748960379
"D Electricity, gas, water and waste services",Aus Gov,2023-24p,8.088759916778388
E Construction,AUST,2018-19,7.728272767901198
E Construction,AUST,2019-20,8.39817725779973
E Construction,AUST,2020-21,8.771830416710117
