category,jurisdiction,financial_year,value
,NSW,2019-20,1.14057542112549
,NSW,2020-21,1.10580098318904
,NSW,2021-22,1.03993747340204
,NSW,2022-23,1.01290750803558
,NSW,2023-24,0.929925557321508
,VIC,2019-20,1.06526323864436
,VIC,2020-21,1.05107604364066
,VIC,2021-22,1.05210242879395
,VIC,2022-23,1.04858696572386
,VIC,2023-24,1.07256789643667
,QLD,2019-20,1.7853723873085
,QLD,2020-21,1.73168081388494
,QLD,2021-22,1.5997776917034
,QLD,2022-23,1.54876494234186
,QLD,2023-24,1.52652491133742
,SA,2019-20,1.16968585009887
,SA,2020-21,1.05037814137578
,SA,2021-22,0.925913268306286
,SA,2022-23,1.10359639782694
,SA,2023-24,1.1436615385227
,Aus Gov,2019-20,1.27615902095156
,Aus Gov,2020-21,1.2929999350581
,Aus Gov,2021-22,1.2444889436477
,Aus Gov,2022-23,1.16950952152124
,Aus Gov,2023-24,1.1208351801431
,AUST,2019-20,1.16293392124567
,AUST,2020-21,1.12824297713639
,AUST,2021-22,1.08698993750685
,AUST,2022-23,1.0848981724464
,AUST,2023-24,1.06609235356415
