category,jurisdiction,financial_year,value
,WA,2019-20,1.24249574789025
,WA,2020-21,1.18888557834733
,WA,2021-22,1.21590409538384
,WA,2022-23,1.21706390716362
,WA,2023-24,1.1411139342601
,TAS,2019-20,1.29995602699452
,TAS,2020-21,1.27843543086453
,TAS,2021-22,1.31909205913139
,TAS,2022-23,1.50904487755169
,TAS,2023-24,1.14573572922604
,NT,2019-20,1.08091975104228
,NT,2020-21,1.10528278585796
,NT,2021-22,1.07492055111635
,NT,2022-23,1.04172054401845
,NT,2023-24,1.02323674800486
,AUST,2019-20,1.17305428748434
,AUST,2020-21,1.18176697935262
,AUST,2021-22,1.19473401251623
,AUST,2022-23,1.2607747016406
,AUST,2023-24,1.08701952009691
