STATE,Grand Total Intent Registrations,State % of Total Intent Registrations,% Variance from previous month
NSW,1981225,46.57%,-0.05%
VIC,426430,10.02%,-0.08%
QLD,616369,14.49%,-0.03%
SA,617549,14.52%,0.25%
WA,441304,10.37%,-0.05%
TAS,139821,3.29%,-0.05%
NT,7137,0.17%,-0.18%
ACT,24312,0.57%,-0.12%
TOTAL,4254147,100.00%,-0.01%
