STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,47531,202232,237860,226496,171051,150859,1036029,38.11%
VIC,5634,43322,43169,40576,29211,25117,187029,9.02%
QLD,40626,93371,81280,54268,33735,22676,325956,19.59%
SA,28271,57398,56349,56223,45223,38797,282261,44.63%
WA,2210,38631,57605,54706,41516,35909,230577,26.89%
TAS,442,11396,17096,17743,13726,13065,73468,38.26%
NT,109,471,1069,903,587,265,3404,3.96%
ACT,375,1864,2779,2434,1818,1305,10575,7.77%
TOTAL,125198,448685,497207,453349,336867,287993,2149299,25.71%
