STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,287,11344,26855,33008,29612,31774,33212,166092,6.04%
VIC,515,19410,33649,34315,28783,25276,21767,163715,7.89%
QLD,529,14003,24627,26940,27183,25754,21149,140185,8.77%
SA,3383,7643,8080,9269,9435,10189,10771,58770,9.25%
WA,289,12316,19268,19687,18494,15881,13006,98941,12.22%
TAS,95,2124,3046,3476,3932,3708,2777,19158,9.71%
NT,21,709,1612,1475,1000,646,272,5735,8.05%
ACT,57,1618,2994,2519,2166,1905,1371,12630,9.49%
TOTAL,5176,69167,120131,130689,120605,115133,104325,665226,8.04%
