STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,141,6181,13145,20793,20354,23715,30300,114629,4.28%
VIC,185,8397,17315,22237,19967,18856,18893,105850,5.33%
QLD,181,6149,11696,16839,18505,20043,20458,93871,5.94%
SA,3362,4572,4214,5895,6577,7508,9520,41648,6.77%
WA,106,5374,9395,12191,12543,12292,12005,63906,7.91%
TAS,47,872,1531,1958,2557,2838,2586,12389,6.58%
NT,9,210,688,839,691,561,293,3291,4.04%
ACT,27,750,1514,1704,1514,1445,1189,8143,6.32%
TOTAL,4058,32505,59498,82456,82708,87258,95244,443727,5.50%
