Postcode,Age,Sex,Total
5271,97,Female,1
5271,99,Male,1
5272,16,Female,6
5272,16,Male,6
5272,17,Female,3
5272,17,Male,5
5272,18,Female,2
5272,18,Male,4
5272,19,Female,2
5272,19,Male,7
5272,20,Female,3
5272,20,Male,4
5272,21,Female,4
5272,21,Male,3
5272,22,Female,5
5272,22,Male,2
5272,23,Female,4
5272,23,Male,2
5272,24,Female,5
5272,24,Male,2
5272,25,Female,4
5272,25,Male,4
5272,26,Female,6
5272,26,Male,1
5272,27,Female,5
5272,27,Male,3
5272,28,Female,6
5272,28,Male,6
5272,29,Female,5
5272,29,Male,4
5272,30,Female,3
5272,30,Male,4
5272,31,Female,2
5272,31,Male,4
5272,32,Female,2
5272,32,Male,7
5272,33,Female,1
5272,33,Male,3
5272,34,Female,7
5272,34,Male,7
5272,35,Female,4
5272,35,Male,4
5272,36,Female,4
5272,36,Male,4
5272,37,Female,3
5272,37,Male,4
5272,38,Female,3
5272,38,Male,4
5272,39,Female,5
5272,39,Male,3
5272,40,Female,5
5272,40,Male,5
5272,41,Female,6
5272,41,Male,5
5272,42,Female,4
5272,42,Male,4
5272,43,Female,5
5272,43,Male,7
5272,44,Male,5
5272,45,Female,2
5272,45,Male,1
5272,46,Female,3
5272,46,Male,1
5272,47,Female,7
5272,47,Male,4
5272,48,Female,4
5272,48,Male,5
5272,49,Female,7
5272,49,Male,6
5272,50,Female,9
5272,50,Male,7
5272,51,Female,7
5272,51,Male,7
5272,52,Female,4
5272,52,Male,7
5272,53,Female,4
5272,53,Male,3
5272,54,Female,8
5272,54,Male,6
5272,55,Female,9
5272,55,Male,5
5272,56,Female,5
5272,56,Male,8
5272,57,Female,4
5272,57,Male,7
5272,58,Female,12
5272,58,Male,11
5272,59,Female,5
5272,59,Male,10
5272,60,Female,8
5272,60,Male,8
5272,61,Female,8
5272,61,Male,5
5272,62,Female,1
5272,62,Male,9
5272,63,Female,7
5272,63,Male,10
5272,64,Female,4
5272,64,Male,8
5272,65,Female,2
5272,65,Male,5
5272,66,Female,7
5272,66,Male,6
5272,67,Female,3
5272,67,Male,6
5272,68,Female,4
5272,68,Male,6
5272,69,Female,6
5272,69,Male,7
5272,70,Female,1
5272,70,Male,8
5272,71,Female,4
5272,71,Male,2
5272,72,Female,3
5272,72,Male,4
5272,73,Female,3
5272,73,Male,8
5272,74,Female,3
5272,74,Male,2
5272,75,Female,3
5272,75,Male,3
5272,76,Female,3
5272,76,Male,2
5272,77,Female,2
5272,78,Male,1
5272,79,Male,2
5272,80,Male,2
5272,81,Female,2
5272,81,Male,2
5272,82,Female,1
5272,82,Male,2
5272,83,Male,1
5272,85,Female,1
5272,86,Female,1
5272,87,Female,1
5272,89,Female,2
5272,89,Male,1
5272,90,Male,2
5272,92,Female,1
5272,99,Female,1
5273,16,Female,1
5273,19,Female,2
5273,21,Female,1
5273,21,Male,3
5273,22,Male,1
5273,23,Male,2
5273,24,Female,1
5273,25,Male,1
5273,28,Female,1
5273,28,Male,1
5273,29,Male,2
5273,31,Female,1
5273,33,Female,1
5273,35,Male,1
5273,36,Male,1
5273,37,Female,3
5273,39,Male,1
5273,44,Male,1
5273,45,Male,1
5273,46,Male,1
5273,48,Male,1
5273,50,Female,2
5273,51,Female,1
5273,52,Female,1
5273,53,Female,1
5273,53,Male,1
5273,54,Female,1
5273,54,Male,1
5273,55,Male,1
5273,56,Female,1
5273,56,Male,1
5273,58,Male,2
5273,59,Female,1
5273,60,Male,2
5273,61,Female,1
5273,61,Male,1
5273,64,Male,1
5273,65,Female,1
5273,67,Male,1
5273,69,Male,1
5273,70,Female,1
5273,74,Male,1
5273,75,Male,1
5273,76,Female,1
5275,16,Female,9
5275,16,Male,14
5275,17,Female,9
5275,17,Male,13
5275,18,Female,12
5275,18,Male,12
5275,19,Female,14
5275,19,Male,11
5275,20,Female,10
5275,20,Male,8
5275,21,Female,10
5275,21,Male,6
5275,22,Female,15
5275,22,Male,17
5275,23,Female,5
5275,23,Male,8
5275,24,Female,10
5275,24,Male,13
5275,25,Female,6
5275,25,Male,8
5275,26,Female,9
5275,26,Male,15
5275,27,Female,13
5275,27,Male,9
5275,28,Female,9
5275,28,Male,5
5275,29,Female,7
5275,29,Male,13
5275,30,Female,11
5275,30,Male,10
5275,31,Female,13
5275,31,Male,12
5275,32,Female,13
5275,32,Male,11
5275,33,Female,10
5275,33,Male,9
5275,34,Female,13
5275,34,Male,11
5275,35,Female,6
5275,35,Male,11
5275,36,Female,16
5275,36,Male,8
5275,37,Female,10
5275,37,Male,9
5275,38,Female,11
5275,38,Male,12
5275,39,Female,6
5275,39,Male,11
5275,40,Female,10
5275,40,Male,14
5275,41,Female,10
5275,41,Male,6
5275,42,Female,8
5275,42,Male,8
5275,43,Female,10
5275,43,Male,8
5275,44,Female,8
5275,44,Male,19
5275,45,Female,9
5275,45,Male,11
5275,46,Female,17
5275,46,Male,8
5275,47,Female,14
5275,47,Male,12
5275,48,Female,13
5275,48,Male,7
5275,49,Female,10
5275,49,Male,13
5275,50,Female,15
5275,50,Male,17
5275,51,Female,9
5275,51,Male,10
5275,52,Female,7
5275,52,Male,11
5275,53,Female,12
5275,53,Male,12
5275,54,Female,13
5275,54,Male,17
5275,55,Female,14
5275,55,Male,11
5275,56,Female,22
5275,56,Male,13
5275,57,Female,12
5275,57,Male,25
5275,58,Female,18
5275,58,Male,15
5275,59,Female,21
5275,59,Male,23
5275,60,Female,12
5275,60,Male,12
5275,61,Female,13
5275,61,Male,16
5275,62,Female,21
5275,62,Male,22
5275,63,Female,24
5275,63,Male,20
5275,64,Female,14
5275,64,Male,20
5275,65,Female,19
5275,65,Male,25
5275,66,Female,19
5275,66,Male,23
5275,67,Female,25
5275,67,Male,17
5275,68,Female,19
5275,68,Male,26
5275,69,Female,15
5275,69,Male,25
5275,70,Female,23
5275,70,Male,18
5275,71,Female,20
5275,71,Male,24
5275,72,Female,28
5275,72,Male,15
5275,73,Female,21
5275,73,Male,18
5275,74,Female,12
5275,74,Male,10
5275,75,Female,17
5275,75,Male,13
5275,76,Female,9
5275,76,Male,15
5275,77,Female,12
5275,77,Male,12
5275,78,Female,11
5275,78,Male,9
5275,79,Female,5
5275,79,Male,9
5275,80,Female,9
5275,80,Male,10
5275,81,Female,7
5275,81,Male,8
5275,82,Female,6
5275,82,Male,9
5275,83,Female,8
5275,83,Male,4
5275,84,Female,3
5275,84,Male,9
5275,85,Female,1
5275,85,Male,11
5275,86,Female,3
5275,86,Male,5
5275,87,Female,4
5275,87,Male,6
5275,88,Male,3
5275,89,Female,5
5275,89,Male,1
5275,90,Female,2
5275,90,Male,1
5275,91,Female,2
5275,91,Male,2
5275,92,Female,1
5275,92,Male,1
5275,93,Female,2
5275,93,Male,1
5275,94,Female,1
5276,16,Female,2
5276,16,Male,7
5276,17,Female,4
5276,17,Male,14
5276,18,Female,8
5276,18,Male,7
5276,19,Female,5
5276,19,Male,5
5276,20,Female,3
5276,20,Male,6
5276,21,Female,6
5276,21,Male,3
5276,22,Female,5
5276,22,Male,7
5276,23,Female,6
5276,23,Male,5
5276,24,Female,5
5276,24,Male,5
5276,25,Female,6
5276,25,Male,11
5276,26,Female,6
5276,26,Male,7
5276,27,Female,6
5276,27,Male,6
5276,28,Female,8
5276,28,Male,4
5276,29,Female,4
5276,29,Male,9
5276,30,Female,4
5276,30,Male,3
5276,31,Female,8
5276,31,Male,8
5276,32,Female,7
5276,32,Male,2
5276,33,Female,11
5276,33,Male,9
5276,34,Female,4
5276,34,Male,7
5276,35,Female,7
5276,35,Male,3
5276,36,Female,5
5276,36,Male,11
5276,37,Female,7
5276,37,Male,4
5276,38,Female,9
5276,38,Male,6
5276,39,Female,7
5276,39,Male,8
5276,40,Female,5
5276,40,Male,3
5276,41,Female,5
5276,41,Male,6
5276,42,Female,5
5276,42,Male,5
5276,43,Female,9
5276,43,Male,8
5276,44,Female,4
5276,44,Male,2
5276,45,Female,4
5276,45,Male,3
5276,46,Female,5
5276,46,Male,10
5276,47,Female,8
5276,47,Male,11
5276,48,Female,8
5276,48,Male,12
5276,49,Female,9
5276,49,Male,14
5276,50,Female,2
5276,50,Male,11
5276,51,Female,15
5276,51,Male,8
5276,52,Female,10
5276,52,Male,10
5276,53,Female,8
5276,53,Male,6
5276,54,Female,13
5276,54,Male,14
5276,55,Female,12
5276,55,Male,9
5276,56,Female,9
5276,56,Male,7
5276,57,Female,9
5276,57,Male,16
5276,58,Female,12
5276,58,Male,15
5276,59,Female,12
5276,59,Male,10
5276,60,Female,13
5276,60,Male,18
5276,61,Female,8
5276,61,Male,11
5276,62,Female,8
5276,62,Male,17
5276,63,Female,10
5276,63,Male,6
5276,64,Female,18
5276,64,Male,12
5276,65,Female,10
5276,65,Male,13
5276,66,Female,12
5276,66,Male,10
5276,67,Female,9
5276,67,Male,17
5276,68,Female,13
5276,68,Male,4
5276,69,Female,12
5276,69,Male,14
5276,70,Female,11
5276,70,Male,13
5276,71,Female,10
5276,71,Male,15
5276,72,Female,8
5276,72,Male,3
5276,73,Female,11
5276,73,Male,11
5276,74,Female,10
5276,74,Male,6
5276,75,Female,9
5276,75,Male,7
5276,76,Female,8
5276,76,Male,8
5276,77,Female,7
5276,77,Male,5
5276,78,Female,8
5276,78,Male,8
5276,79,Female,8
5276,79,Male,7
5276,80,Female,5
5276,80,Male,6
5276,81,Female,9
5276,81,Male,2
5276,82,Male,3
5276,83,Male,2
5276,84,Female,2
5276,84,Male,2
5276,85,Female,3
5276,85,Male,3
5276,86,Female,1
5276,86,Male,4
5276,87,Male,2
5276,88,Female,1
5276,88,Male,2
5276,89,Female,1
5276,89,Male,2
5276,90,Male,3
5276,91,Male,2
5276,92,Female,1
5276,93,Male,1
5276,97,Male,1
5277,16,Female,8
5277,16,Gender X,1
5277,16,Male,12
5277,17,Female,17
5277,17,Male,12
5277,18,Female,15
5277,18,Male,17
5277,19,Female,13
5277,19,Male,14
5277,20,Female,16
5277,20,Male,17
5277,21,Female,16
5277,21,Male,12
5277,22,Female,12
5277,22,Male,21
5277,23,Female,12
5277,23,Male,6
5277,24,Female,11
5277,24,Male,19
5277,25,Female,6
5277,25,Male,19
5277,26,Female,14
5277,26,Male,15
5277,27,Female,16
5277,27,Male,13
5277,28,Female,14
5277,28,Male,13
5277,29,Female,11
5277,29,Male,17
5277,30,Female,5
5277,30,Male,12
5277,31,Female,15
5277,31,Male,15
5277,32,Female,14
5277,32,Male,13
5277,33,Female,8
5277,33,Male,10
5277,34,Female,11
5277,34,Male,12
5277,35,Female,14
5277,35,Male,10
5277,36,Female,21
5277,36,Male,12
5277,37,Female,5
5277,37,Male,22
5277,38,Female,13
5277,38,Male,13
5277,39,Female,17
5277,39,Male,19
5277,40,Female,13
5277,40,Male,11
5277,41,Female,18
5277,41,Male,14
5277,42,Female,19
5277,42,Male,15
5277,43,Female,19
5277,43,Male,22
5277,44,Female,15
5277,44,Male,17
5277,45,Female,14
5277,45,Male,20
5277,46,Female,25
5277,46,Male,15
5277,47,Female,16
5277,47,Male,31
5277,48,Female,16
5277,48,Male,24
5277,49,Female,23
5277,49,Male,20
5277,50,Female,20
5277,50,Male,21
5277,51,Female,23
5277,51,Male,11
5277,52,Female,23
5277,52,Male,27
5277,53,Female,19
5277,53,Male,25
5277,54,Female,14
5277,54,Male,17
5277,55,Female,18
5277,55,Male,24
5277,56,Female,15
5277,56,Male,19
5277,57,Female,19
5277,57,Male,30
5277,58,Female,23
5277,58,Male,19
5277,59,Female,28
5277,59,Male,14
5277,60,Female,15
5277,60,Male,17
5277,61,Female,19
5277,61,Male,14
5277,62,Female,12
5277,62,Male,18
5277,63,Female,22
5277,63,Male,31
5277,64,Female,17
5277,64,Male,15
5277,65,Female,19
5277,65,Male,12
5277,66,Female,14
5277,66,Male,22
5277,67,Female,20
5277,67,Male,18
5277,68,Female,17
5277,68,Male,27
5277,69,Female,19
5277,69,Male,32
5277,70,Female,9
5277,70,Male,26
5277,71,Female,11
5277,71,Male,21
5277,72,Female,21
5277,72,Male,10
5277,73,Female,15
5277,73,Male,21
5277,74,Female,8
5277,74,Male,11
5277,75,Female,11
5277,75,Male,16
5277,76,Female,9
5277,76,Male,10
5277,77,Female,10
5277,77,Male,9
5277,78,Female,9
5277,78,Male,10
5277,79,Female,9
5277,79,Male,8
5277,80,Female,4
5277,80,Male,7
5277,81,Female,6
5277,81,Male,6
5277,82,Female,4
5277,82,Male,6
5277,83,Female,3
5277,83,Male,8
5277,84,Female,3
5277,84,Male,5
5277,85,Female,5
5277,85,Male,2
5277,86,Female,3
5277,88,Female,2
5277,89,Female,1
5277,89,Male,1
5277,91,Female,3
5277,92,Male,1
5278,16,Female,1
5278,16,Male,1
5278,17,Female,1
5278,17,Male,3
5278,18,Female,1
5278,18,Male,4
5278,19,Male,5
5278,20,Female,4
5278,20,Male,2
5278,21,Female,4
5278,21,Male,5
5278,22,Female,3
5278,22,Male,1
5278,23,Male,2
5278,24,Female,1
5278,24,Male,4
5278,25,Male,2
5278,26,Female,2
5278,26,Male,5
5278,27,Female,3
5278,27,Male,1
5278,28,Male,1
5278,29,Female,2
5278,29,Male,1
5278,30,Female,2
5278,30,Male,4
5278,31,Female,3
5278,31,Male,2
5278,32,Female,2
5278,32,Male,1
5278,33,Female,4
5278,33,Male,3
5278,34,Female,2
5278,35,Female,6
5278,35,Male,2
5278,36,Female,1
5278,36,Male,3
5278,37,Female,1
5278,37,Male,3
5278,38,Female,3
5278,38,Male,4
5278,39,Female,4
5278,40,Female,3
5278,40,Male,5
5278,41,Female,5
5278,41,Male,4
5278,42,Female,3
5278,42,Male,5
5278,43,Female,6
5278,44,Female,1
5278,44,Male,1
5278,45,Female,3
5278,45,Male,3
5278,46,Female,4
5278,46,Male,6
5278,47,Female,2
5278,47,Male,5
5278,48,Female,4
5278,48,Male,4
5278,49,Female,3
5278,49,Male,4
5278,50,Female,3
5278,50,Male,7
5278,51,Female,5
5278,51,Male,2
5278,52,Female,9
5278,52,Male,6
5278,53,Female,7
5278,53,Male,5
5278,54,Female,2
5278,54,Male,9
5278,55,Female,5
5278,55,Male,3
5278,56,Female,2
5278,56,Male,7
5278,57,Female,1
5278,57,Male,6
5278,58,Female,1
5278,58,Male,2
5278,59,Female,2
5278,59,Male,8
5278,60,Female,4
5278,60,Male,3
5278,61,Female,6
5278,61,Male,3
5278,62,Female,2
5278,62,Male,4
5278,63,Female,3
5278,63,Male,5
5278,64,Female,5
5278,64,Male,3
5278,65,Female,2
5278,65,Male,7
5278,66,Female,5
5278,66,Male,5
5278,67,Female,1
5278,67,Male,3
5278,68,Female,2
5278,68,Male,1
5278,69,Female,4
5278,69,Male,4
5278,70,Female,4
5278,70,Male,2
5278,71,Female,5
5278,71,Male,7
5278,72,Female,4
5278,72,Male,4
5278,73,Female,2
5278,73,Male,5
5278,74,Female,2
5278,75,Female,1
5278,75,Male,2
5278,76,Male,5
5278,77,Male,3
5278,78,Female,2
5278,79,Male,1
5278,80,Female,1
5278,80,Male,1
5278,81,Male,1
5278,82,Female,1
5278,82,Male,2
5278,83,Female,1
5278,85,Male,1
5278,86,Female,2
5278,88,Male,1
5279,16,Female,2
5279,17,Female,1
5279,17,Male,2
5279,18,Female,2
5279,18,Male,1
5279,19,Female,3
5279,19,Male,1
5279,20,Female,1
5279,20,Male,1
5279,21,Female,2
5279,21,Male,2
5279,22,Female,1
5279,22,Male,2
5279,23,Female,1
5279,24,Female,1
5279,25,Male,2
5279,26,Male,2
5279,27,Female,1
5279,27,Male,1
5279,28,Female,2
5279,29,Female,1
5279,29,Male,2
5279,30,Female,2
5279,30,Male,1
5279,31,Female,2
5279,31,Male,2
5279,32,Female,2
5279,32,Male,1
5279,33,Female,1
5279,34,Male,2
5279,35,Female,1
5279,35,Male,3
5279,36,Female,1
5279,36,Male,1
5279,37,Female,3
5279,38,Female,2
5279,38,Male,4
5279,39,Female,1
5279,39,Male,2
5279,40,Female,2
5279,40,Male,1
5279,41,Female,4
5279,41,Male,3
5279,42,Female,2
5279,42,Male,1
5279,43,Female,2
5279,43,Male,4
5279,44,Female,3
5279,44,Male,4
5279,45,Female,3
5279,45,Male,3
5279,46,Female,1
5279,46,Male,1
5279,47,Female,1
5279,47,Male,3
5279,48,Female,2
5279,48,Male,2
5279,49,Female,2
5279,49,Male,3
5279,50,Male,3
5279,51,Female,1
5279,51,Male,4
5279,52,Female,1
5279,52,Male,1
5279,53,Female,1
5279,53,Male,1
5279,54,Male,3
5279,55,Female,3
5279,55,Male,1
5279,57,Female,5
5279,57,Male,1
5279,58,Female,3
5279,58,Male,3
5279,59,Female,3
5279,59,Male,1
5279,60,Female,5
5279,60,Male,4
5279,61,Female,2
5279,61,Male,1
5279,62,Female,3
5279,62,Male,4
5279,63,Female,1
5279,63,Male,4
5279,64,Female,5
5279,65,Female,2
5279,65,Male,5
5279,66,Female,4
5279,66,Male,5
5279,67,Female,3
5279,67,Male,2
5279,68,Female,1
5279,68,Male,1
5279,69,Female,3
5279,69,Male,4
5279,70,Female,3
5279,70,Male,2
5279,71,Female,3
5279,71,Male,2
5279,72,Female,1
5279,72,Male,5
5279,73,Female,2
5279,73,Male,1
5279,74,Female,2
5279,74,Male,4
5279,75,Female,1
5279,75,Male,3
5279,76,Female,1
5279,77,Male,1
5279,79,Female,1
5279,79,Male,1
5279,80,Female,1
5279,82,Female,1
5279,82,Male,1
5279,84,Female,1
5279,85,Female,1
5279,85,Male,1
5279,87,Male,1
5279,88,Female,1
5279,93,Female,1
5280,16,Female,36
5280,16,Male,41
5280,17,Female,43
5280,17,Male,49
5280,18,Female,41
5280,18,Male,47
5280,19,Female,32
5280,19,Male,43
5280,20,Female,31
5280,20,Male,29
5280,21,Female,41
5280,21,Male,37
5280,22,Female,34
5280,22,Male,28
5280,23,Female,27
5280,23,Male,28
5280,24,Female,27
5280,24,Male,46
5280,25,Female,38
5280,25,Male,35
5280,26,Female,34
5280,26,Male,39
5280,27,Female,28
5280,27,Male,38
5280,28,Female,39
5280,28,Male,38
5280,28,Not listed,1
5280,29,Female,36
5280,29,Male,27
5280,30,Female,28
5280,30,Male,35
5280,31,Female,33
5280,31,Male,38
5280,32,Female,20
5280,32,Male,31
5280,33,Female,28
5280,33,Male,33
5280,34,Female,29
5280,34,Male,26
5280,35,Female,36
5280,35,Male,31
5280,36,Female,41
5280,36,Male,31
5280,37,Female,37
5280,37,Male,31
5280,38,Female,36
5280,38,Male,43
5280,39,Female,36
5280,39,Male,36
5280,40,Female,44
5280,40,Male,38
5280,41,Female,30
5280,41,Male,27
5280,42,Female,45
5280,42,Male,48
5280,43,Female,47
5280,43,Male,34
5280,44,Female,33
5280,44,Male,45
5280,44,Not listed,1
5280,45,Female,41
5280,45,Male,39
5280,46,Female,36
5280,46,Male,39
5280,47,Female,44
5280,47,Male,50
5280,48,Female,44
5280,48,Male,41
5280,49,Female,68
5280,49,Male,43
5280,50,Female,36
5280,50,Male,64
5280,51,Female,53
5280,51,Male,60
5280,52,Female,48
5280,52,Male,61
5280,53,Female,45
5280,53,Male,56
5280,54,Female,53
5280,54,Male,50
5280,55,Female,48
5280,55,Male,54
5280,56,Female,58
5280,56,Male,56
5280,57,Female,64
5280,57,Male,49
5280,58,Female,48
5280,58,Male,54
5280,59,Female,55
5280,59,Male,60
5280,60,Female,63
5280,60,Male,68
5280,61,Female,64
5280,61,Male,63
5280,62,Female,62
5280,62,Male,55
5280,63,Female,58
5280,63,Male,57
5280,64,Female,60
5280,64,Male,76
5280,65,Female,47
5280,65,Male,69
5280,66,Female,66
5280,66,Male,56
5280,67,Female,51
5280,67,Male,55
5280,68,Female,56
5280,68,Male,59
5280,69,Female,38
5280,69,Male,61
5280,70,Female,44
5280,70,Male,62
5280,71,Female,46
5280,71,Male,50
5280,72,Female,40
5280,72,Male,45
5280,73,Female,43
5280,73,Male,44
5280,74,Female,36
5280,74,Male,43
5280,75,Female,34
5280,75,Gender X,1
5280,75,Male,29
5280,76,Female,28
5280,76,Male,31
5280,77,Female,26
5280,77,Male,30
5280,78,Female,27
5280,78,Male,16
5280,79,Female,22
5280,79,Male,26
5280,80,Female,27
5280,80,Male,18
5280,81,Female,9
5280,81,Male,24
5280,82,Female,24
5280,82,Male,19
5280,83,Female,15
5280,83,Male,18
5280,84,Female,13
5280,84,Male,14
5280,85,Female,9
5280,85,Male,12
5280,86,Female,8
5280,86,Male,9
5280,87,Female,6
5280,87,Male,5
5280,88,Female,3
5280,88,Male,7
5280,89,Female,2
5280,89,Male,6
5280,90,Female,4
5280,90,Male,7
5280,91,Female,5
5280,91,Male,6
5280,92,Female,2
5280,92,Male,2
5280,93,Female,1
5280,94,Male,2
5280,95,Female,1
5290,16,Female,154
5290,16,Male,143
5290,17,Female,175
5290,17,Male,176
5290,18,Female,186
5290,18,Male,169
5290,19,Female,148
5290,19,Male,151
5290,20,Female,157
5290,20,Male,171
5290,21,Female,133
5290,21,Gender X,1
5290,21,Male,149
5290,22,Female,154
5290,22,Male,179
5290,23,Female,163
5290,23,Male,136
5290,24,Female,174
5290,24,Male,143
5290,25,Female,149
5290,25,Male,146
5290,26,Female,158
5290,26,Male,171
5290,27,Female,193
5290,27,Male,158
5290,28,Female,145
5290,28,Male,150
5290,29,Female,186
5290,29,Male,165
5290,30,Female,158
5290,30,Male,154
5290,31,Female,163
5290,31,Male,144
5290,32,Female,152
5290,32,Gender X,1
5290,32,Male,140
5290,33,Female,163
5290,33,Male,164
5290,34,Female,165
5290,34,Male,167
5290,35,Female,162
5290,35,Male,161
5290,36,Female,170
5290,36,Male,162
5290,37,Female,153
5290,37,Male,148
5290,38,Female,189
5290,38,Male,149
5290,39,Female,145
5290,39,Male,135
5290,40,Female,160
5290,40,Male,136
5290,41,Female,151
5290,41,Male,168
5290,42,Female,129
5290,42,Male,140
5290,43,Female,160
5290,43,Male,154
5290,44,Female,166
5290,44,Male,161
5290,45,Female,156
5290,45,Male,144
5290,46,Female,161
5290,46,Male,154
5290,47,Female,168
5290,47,Male,172
5290,48,Female,199
5290,48,Male,182
5290,49,Female,180
5290,49,Male,195
5290,50,Female,166
5290,50,Male,183
5290,51,Female,191
5290,51,Male,169
5290,52,Female,172
5290,52,Male,188
5290,53,Female,184
5290,53,Male,157
5290,54,Female,154
5290,54,Male,182
5290,55,Female,194
5290,55,Male,188
5290,56,Female,216
5290,56,Male,204
5290,57,Female,164
5290,57,Male,176
5290,58,Female,181
5290,58,Male,180
5290,59,Female,189
5290,59,Male,179
5290,60,Female,193
5290,60,Male,152
5290,61,Female,176
5290,61,Male,167
5290,62,Female,165
5290,62,Male,168
5290,63,Female,182
5290,63,Male,176
5290,64,Female,148
5290,64,Male,176
5290,65,Female,173
5290,65,Male,164
5290,66,Female,160
5290,66,Male,185
5290,67,Female,158
5290,67,Male,166
5290,68,Female,149
5290,68,Male,147
5290,69,Female,172
5290,69,Male,157
5290,70,Female,150
5290,70,Male,134
5290,71,Female,121
5290,71,Male,158
5290,72,Female,122
5290,72,Male,141
5290,73,Female,129
5290,73,Male,129
5290,74,Female,104
5290,74,Male,102
5290,75,Female,100
5290,75,Male,90
5290,76,Female,108
5290,76,Male,88
5290,77,Female,78
5290,77,Male,99
5290,78,Female,72
5290,78,Male,78
5290,79,Female,64
5290,79,Male,92
5290,80,Female,69
5290,80,Male,67
5290,81,Female,64
5290,81,Male,75
5290,82,Female,62
5290,82,Male,53
5290,83,Female,45
5290,83,Male,48
5290,84,Female,32
5290,84,Male,31
5290,85,Female,29
5290,85,Male,29
5290,86,Female,32
5290,86,Male,31
5290,87,Female,18
5290,87,Male,21
5290,88,Female,21
5290,88,Male,25
5290,89,Female,13
5290,89,Male,15
5290,90,Female,9
5290,90,Male,18
5290,91,Female,8
5290,91,Male,16
5290,92,Female,4
5290,92,Male,3
5290,93,Female,6
5290,93,Male,6
5290,94,Female,1
5290,94,Male,3
5290,95,Female,1
5290,95,Male,2
5290,96,Female,1
5290,96,Male,3
5290,99,Male,1
5291,16,Female,36
5291,16,Gender X,2
5291,16,Male,36
5291,17,Female,34
5291,17,Male,28
5291,18,Female,43
5291,18,Male,40
5291,19,Female,37
5291,19,Male,26
5291,20,Female,34
5291,20,Male,38
5291,21,Female,18
5291,21,Male,33
5291,22,Female,31
5291,22,Male,38
5291,23,Female,30
5291,23,Male,28
5291,24,Female,38
5291,24,Male,23
5291,25,Female,30
5291,25,Male,28
5291,26,Female,23
5291,26,Male,23
5291,27,Female,27
5291,27,Male,21
5291,28,Female,24
5291,28,Male,25
5291,29,Female,31
5291,29,Male,30
5291,30,Female,34
5291,30,Male,25
5291,31,Female,25
5291,31,Male,27
5291,32,Female,24
5291,32,Male,25
5291,33,Female,47
5291,33,Male,36
5291,34,Female,37
5291,34,Male,36
5291,35,Female,31
5291,35,Male,44
5291,36,Female,38
5291,36,Male,24
5291,37,Female,33
5291,37,Male,32
5291,38,Female,34
5291,38,Male,40
5291,39,Female,36
5291,39,Male,39
5291,40,Female,40
5291,40,Male,35
5291,41,Female,44
5291,41,Male,39
5291,42,Female,32
5291,42,Male,34
5291,43,Female,37
5291,43,Male,42
5291,44,Female,28
5291,44,Male,46
5291,45,Female,36
5291,45,Male,35
5291,46,Female,34
5291,46,Male,42
5291,47,Female,38
5291,47,Male,51
5291,48,Female,43
5291,48,Male,46
5291,49,Female,56
5291,49,Male,57
5291,50,Female,48
5291,50,Male,51
5291,51,Female,42
5291,51,Male,43
5291,52,Female,44
5291,52,Male,53
5291,53,Female,45
5291,53,Male,55
5291,54,Female,45
5291,54,Male,60
5291,55,Female,44
5291,55,Male,36
5291,56,Female,36
5291,56,Male,70
5291,57,Female,48
5291,57,Male,39
5291,58,Female,44
5291,58,Male,61
5291,59,Female,49
5291,59,Male,44
5291,60,Female,47
5291,60,Male,49
5291,61,Female,43
5291,61,Male,49
5291,62,Female,38
5291,62,Male,42
5291,63,Female,34
5291,63,Male,37
5291,64,Female,38
5291,64,Male,49
5291,65,Female,40
5291,65,Male,51
5291,66,Female,49
5291,66,Male,39
5291,67,Female,40
5291,67,Male,38
5291,68,Female,22
5291,68,Male,50
5291,69,Female,29
5291,69,Male,53
5291,70,Female,23
5291,70,Male,38
5291,71,Female,30
5291,71,Male,34
5291,72,Female,34
5291,72,Male,37
5291,73,Female,25
5291,73,Male,25
5291,74,Female,20
5291,74,Male,20
5291,75,Female,16
5291,75,Male,26
5291,76,Female,14
5291,76,Male,19
5291,77,Female,16
5291,77,Male,14
5291,78,Female,10
5291,78,Male,14
5291,79,Female,8
5291,79,Male,14
5291,80,Female,9
5291,80,Male,11
5291,81,Female,8
5291,81,Male,15
5291,82,Female,7
5291,82,Male,10
5291,83,Female,3
5291,83,Male,6
5291,84,Female,6
5291,84,Male,6
5291,85,Female,5
5291,85,Male,12
5291,86,Male,7
5291,87,Female,2
5291,87,Male,2
5291,88,Female,2
5291,88,Male,2
5291,89,Female,2
5291,89,Male,2
5291,90,Female,2
5291,90,Male,1
5291,91,Female,1
5291,91,Male,3
5291,94,Female,1
5291,96,Male,1
5301,16,Female,3
5301,16,Male,3
5301,17,Female,1
5301,17,Male,4
5301,18,Female,1
5301,18,Male,2
5301,19,Female,1
5301,19,Male,1
5301,20,Male,1
5301,21,Male,3
5301,22,Female,1
5301,22,Male,3
5301,23,Male,2
5301,24,Female,2
5301,24,Male,2
5301,25,Male,2
5301,26,Female,4
5301,26,Male,2
5301,27,Female,1
5301,27,Male,1
5301,28,Female,1
5301,28,Male,3
5301,29,Female,2
5301,29,Male,1
5301,30,Female,1
5301,30,Male,2
5301,32,Female,1
5301,32,Male,2
5301,33,Female,4
5301,33,Male,2
5301,34,Female,3
5301,34,Male,1
5301,35,Male,3
5301,36,Female,3
5301,36,Male,3
5301,37,Female,1
5301,37,Male,4
