STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1141,168572,229894,227597,188773,202715,1018692,35.96%
VIC,1728,34356,42477,39888,31357,31730,181536,8.31%
QLD,3670,96631,88887,62128,38721,31968,322005,18.46%
SA,28142,64855,62359,59536,50762,52997,318651,48.86%
WA,758,21705,53384,54229,44485,47170,221731,23.64%
TAS,197,6215,16064,16816,14947,17002,71241,35.36%
NT,52,345,869,956,613,359,3194,3.45%
ACT,216,1408,2658,2425,1917,1693,10317,7.05%
TOTAL,35904,394087,496592,463575,371575,385634,2147367,24.43%
