STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,242,10704,25385,31769,30795,33414,36341,168650,5.98%
VIC,468,21347,38265,37812,31220,27709,24451,181272,8.41%
QLD,434,15369,29404,32535,31200,29276,24299,162517,9.60%
SA,2132,9452,10322,11769,11843,12501,12669,70688,10.73%
WA,263,14527,24210,24401,22085,18528,15156,119170,14.08%
TAS,95,2510,4021,4643,4827,4638,3399,24133,11.97%
NT,14,651,1489,1315,1023,706,266,5464,6.95%
ACT,60,1774,3387,3008,2397,2111,1629,14366,10.25%
TOTAL,3708,76334,136483,147252,135390,128883,118210,746260,8.69%
