STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,24040,199432,238791,221791,161613,136225,981892,33.31%
VIC,5277,59782,60566,52705,38974,31668,248972,10.96%
QLD,24600,87021,77303,53734,33515,21522,297695,16.58%
SA,24713,58437,57588,56591,44002,35755,277086,40.83%
WA,2172,35065,57595,54414,40871,34279,224396,24.83%
TAS,520,10310,16942,17780,13255,12260,71067,34.44%
NT,179,907,1269,1005,585,229,4174,4.99%
ACT,571,3113,3716,3062,2176,1595,14233,9.77%
TOTAL,82072,454067,513770,461082,334991,273533,2119515,23.46%
