STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,164,8310,31362,40224,37062,39197,51778,208097,6.99%
VIC,373,21359,54166,53119,40724,36752,37913,244406,10.61%
QLD,344,14148,35945,41534,37666,35337,36149,201123,11.06%
SA,2182,13141,15709,16907,16444,16910,20351,101644,14.85%
WA,182,15128,33450,32752,29262,25728,24016,160518,17.43%
TAS,114,2631,5210,5800,5898,5972,5226,30851,14.84%
NT,20,770,2205,1895,1639,1106,541,8176,9.75%
ACT,63,2126,5277,4417,3546,2979,2852,21260,14.32%
TOTAL,3442,77613,183324,196648,172241,163981,178826,976075,10.67%
