report_date,state_code,state_name,service_district,lga_name,participant_count
2026-03-31,ACT,Australian Capital Territory,ACT,Unincorporated ACT,12596
2026-03-31,ACT,Australian Capital Territory,Other,ACT - Other,<11
2026-03-31,MIS,Missing (state information not recorded for these participants),Other,MIS - Other,12
2026-03-31,NSW,New South Wales,Central Coast,Central Coast (C) (NSW),13088
2026-03-31,NSW,New South Wales,Far West,Balranald (A),64
2026-03-31,NSW,New South Wales,Far West,Broken Hill (C),681
2026-03-31,NSW,New South Wales,Far West,Central Darling (A),42
2026-03-31,NSW,New South Wales,Far West,Wentworth (A),234
2026-03-31,NSW,New South Wales,Hunter New England,Armidale Regional (A),945
2026-03-31,NSW,New South Wales,Hunter New England,Cessnock (C),3176
2026-03-31,NSW,New South Wales,Hunter New England,Dungog (A),301
2026-03-31,NSW,New South Wales,Hunter New England,Glen Innes Severn (A),244
2026-03-31,NSW,New South Wales,Hunter New England,Gunnedah (A),377
2026-03-31,NSW,New South Wales,Hunter New England,Gwydir (A),101
2026-03-31,NSW,New South Wales,Hunter New England,Inverell (A),593
2026-03-31,NSW,New South Wales,Hunter New England,Lake Macquarie (C),8729
2026-03-31,NSW,New South Wales,Hunter New England,Liverpool Plains (A),219
2026-03-31,NSW,New South Wales,Hunter New England,Maitland (C),4946
2026-03-31,NSW,New South Wales,Hunter New England,Mid-Coast (A),3252
2026-03-31,NSW,New South Wales,Hunter New England,Moree Plains (A),320
2026-03-31,NSW,New South Wales,Hunter New England,Muswellbrook (A),649
2026-03-31,NSW,New South Wales,Hunter New England,Narrabri (A),326
2026-03-31,NSW,New South Wales,Hunter New England,Newcastle (C),6308
2026-03-31,NSW,New South Wales,Hunter New England,Port Stephens (A),2831
2026-03-31,NSW,New South Wales,Hunter New England,Singleton (A),863
2026-03-31,NSW,New South Wales,Hunter New England,Tamworth Regional (A),2380
2026-03-31,NSW,New South Wales,Hunter New England,Tenterfield (A),161
2026-03-31,NSW,New South Wales,Hunter New England,Upper Hunter Shire (A),334
2026-03-31,NSW,New South Wales,Hunter New England,Uralla (A),169
2026-03-31,NSW,New South Wales,Hunter New England,Walcha (A),40
2026-03-31,NSW,New South Wales,Illawarra Shoalhaven,Kiama (A),420
2026-03-31,NSW,New South Wales,Illawarra Shoalhaven,Shellharbour (C),2750
2026-03-31,NSW,New South Wales,Illawarra Shoalhaven,Shoalhaven (C),3482
2026-03-31,NSW,New South Wales,Illawarra Shoalhaven,Wollongong (C),6568
2026-03-31,NSW,New South Wales,Mid North Coast,Bellingen (A),400
2026-03-31,NSW,New South Wales,Mid North Coast,Coffs Harbour (C),2745
2026-03-31,NSW,New South Wales,Mid North Coast,Kempsey (A),1569
2026-03-31,NSW,New South Wales,Mid North Coast,Nambucca Valley (A),801
2026-03-31,NSW,New South Wales,Mid North Coast,Port Macquarie-Hastings (A),3913
2026-03-31,NSW,New South Wales,Murrumbidgee,Albury (C),2497
2026-03-31,NSW,New South Wales,Murrumbidgee,Berrigan (A),248
2026-03-31,NSW,New South Wales,Murrumbidgee,Bland (A),110
2026-03-31,NSW,New South Wales,Murrumbidgee,Carrathool (A),49
2026-03-31,NSW,New South Wales,Murrumbidgee,Coolamon (A),112
2026-03-31,NSW,New South Wales,Murrumbidgee,Cootamundra-Gundagai Regional (A),334
2026-03-31,NSW,New South Wales,Murrumbidgee,Edward River (A),295
2026-03-31,NSW,New South Wales,Murrumbidgee,Federation (A),380
2026-03-31,NSW,New South Wales,Murrumbidgee,Greater Hume Shire (A),416
2026-03-31,NSW,New South Wales,Murrumbidgee,Griffith (C),610
2026-03-31,NSW,New South Wales,Murrumbidgee,Hay (A),72
2026-03-31,NSW,New South Wales,Murrumbidgee,Hilltops (A),575
2026-03-31,NSW,New South Wales,Murrumbidgee,Junee (A),222
2026-03-31,NSW,New South Wales,Murrumbidgee,Leeton (A),307
2026-03-31,NSW,New South Wales,Murrumbidgee,Lockhart (A),105
2026-03-31,NSW,New South Wales,Murrumbidgee,Murray River (A),274
2026-03-31,NSW,New South Wales,Murrumbidgee,Murrumbidgee (A),74
2026-03-31,NSW,New South Wales,Murrumbidgee,Narrandera (A),202
2026-03-31,NSW,New South Wales,Murrumbidgee,Snowy Valleys (A),396
2026-03-31,NSW,New South Wales,Murrumbidgee,Temora (A),162
2026-03-31,NSW,New South Wales,Murrumbidgee,Wagga Wagga (C),2384
2026-03-31,NSW,New South Wales,Nepean Blue Mountains,Blue Mountains (C),2789
2026-03-31,NSW,New South Wales,Nepean Blue Mountains,Hawkesbury (C),2058
2026-03-31,NSW,New South Wales,Nepean Blue Mountains,Lithgow (C),721
2026-03-31,NSW,New South Wales,Nepean Blue Mountains,Penrith (C),8277
2026-03-31,NSW,New South Wales,North Sydney,Hornsby (A),3067
2026-03-31,NSW,New South Wales,North Sydney,Hunters Hill (A),207
2026-03-31,NSW,New South Wales,North Sydney,Ku-ring-gai (A),1956
2026-03-31,NSW,New South Wales,North Sydney,Lane Cove (A),606
2026-03-31,NSW,New South Wales,North Sydney,Mosman (A),292
2026-03-31,NSW,New South Wales,North Sydney,North Sydney (A),757
2026-03-31,NSW,New South Wales,North Sydney,Northern Beaches (A),4511
2026-03-31,NSW,New South Wales,North Sydney,Ryde (C),2622
2026-03-31,NSW,New South Wales,North Sydney,Willoughby (C),1098
2026-03-31,NSW,New South Wales,Northern NSW,Ballina (A),1710
2026-03-31,NSW,New South Wales,Northern NSW,Byron (A),815
2026-03-31,NSW,New South Wales,Northern NSW,Clarence Valley (A),2021
2026-03-31,NSW,New South Wales,Northern NSW,Kyogle (A),309
2026-03-31,NSW,New South Wales,Northern NSW,Lismore (C),2083
2026-03-31,NSW,New South Wales,Northern NSW,Richmond Valley (A),1020
2026-03-31,NSW,New South Wales,Northern NSW,Tweed (A),3220
2026-03-31,NSW,New South Wales,Other,NSW - Other,<11
2026-03-31,NSW,New South Wales,Other,Unincorporated NSW,18
2026-03-31,NSW,New South Wales,South Eastern Sydney,Bayside (A),3255
2026-03-31,NSW,New South Wales,South Eastern Sydney,Georges River (A),2949
2026-03-31,NSW,New South Wales,South Eastern Sydney,Randwick (C),2630
2026-03-31,NSW,New South Wales,South Eastern Sydney,Sutherland Shire (A),5252
2026-03-31,NSW,New South Wales,South Eastern Sydney,Waverley (A),860
2026-03-31,NSW,New South Wales,South Eastern Sydney,Woollahra (A),539
2026-03-31,NSW,New South Wales,South Western Sydney,Camden (A),4333
2026-03-31,NSW,New South Wales,South Western Sydney,Campbelltown (C) (NSW),7117
2026-03-31,NSW,New South Wales,South Western Sydney,Canterbury-Bankstown (A),9503
2026-03-31,NSW,New South Wales,South Western Sydney,Fairfield (C),5315
2026-03-31,NSW,New South Wales,South Western Sydney,Liverpool (C),7103
2026-03-31,NSW,New South Wales,South Western Sydney,Wingecarribee (A),1306
2026-03-31,NSW,New South Wales,South Western Sydney,Wollondilly (A),1881
2026-03-31,NSW,New South Wales,Southern NSW,Bega Valley (A),1042
2026-03-31,NSW,New South Wales,Southern NSW,Eurobodalla (A),1173
2026-03-31,NSW,New South Wales,Southern NSW,Goulburn Mulwaree (A),1342
2026-03-31,NSW,New South Wales,Southern NSW,Queanbeyan-Palerang Regional (A),1611
2026-03-31,NSW,New South Wales,Southern NSW,Snowy Monaro Regional (A),439
2026-03-31,NSW,New South Wales,Southern NSW,Upper Lachlan Shire (A),222
2026-03-31,NSW,New South Wales,Southern NSW,Yass Valley (A),465
2026-03-31,NSW,New South Wales,Sydney,Burwood (A),629
2026-03-31,NSW,New South Wales,Sydney,Canada Bay (A),1316
2026-03-31,NSW,New South Wales,Sydney,Inner West (A),3413
2026-03-31,NSW,New South Wales,Sydney,Strathfield (A),687
2026-03-31,NSW,New South Wales,Sydney,Sydney (C),2632
2026-03-31,NSW,New South Wales,Western NSW,Bathurst Regional (A),1571
2026-03-31,NSW,New South Wales,Western NSW,Blayney (A),182
2026-03-31,NSW,New South Wales,Western NSW,Bogan (A),83
2026-03-31,NSW,New South Wales,Western NSW,Bourke (A),94
2026-03-31,NSW,New South Wales,Western NSW,Brewarrina (A),30
2026-03-31,NSW,New South Wales,Western NSW,Cabonne (A),311
2026-03-31,NSW,New South Wales,Western NSW,Cobar (A),90
2026-03-31,NSW,New South Wales,Western NSW,Coonamble (A),157
2026-03-31,NSW,New South Wales,Western NSW,Cowra (A),425
2026-03-31,NSW,New South Wales,Western NSW,Dubbo Regional (A),1875
2026-03-31,NSW,New South Wales,Western NSW,Forbes (A),289
2026-03-31,NSW,New South Wales,Western NSW,Gilgandra (A),143
2026-03-31,NSW,New South Wales,Western NSW,Lachlan (A),157
2026-03-31,NSW,New South Wales,Western NSW,Mid-Western Regional (A),727
2026-03-31,NSW,New South Wales,Western NSW,Narromine (A),189
2026-03-31,NSW,New South Wales,Western NSW,Oberon (A),116
2026-03-31,NSW,New South Wales,Western NSW,Orange (C),1721
2026-03-31,NSW,New South Wales,Western NSW,Parkes (A),406
2026-03-31,NSW,New South Wales,Western NSW,Walgett (A),139
2026-03-31,NSW,New South Wales,Western NSW,Warren (A),66
2026-03-31,NSW,New South Wales,Western NSW,Warrumbungle Shire (A),245
2026-03-31,NSW,New South Wales,Western NSW,Weddin (A),75
2026-03-31,NSW,New South Wales,Western Sydney,Blacktown (C),12659
2026-03-31,NSW,New South Wales,Western Sydney,Cumberland (A),5999
2026-03-31,NSW,New South Wales,Western Sydney,Parramatta (C),5196
2026-03-31,NSW,New South Wales,Western Sydney,The Hills Shire (A),4213
2026-03-31,NT,Northern Territory,Barkly,Barkly (R),191
2026-03-31,NT,Northern Territory,Central Australia,Alice Springs (T),914
2026-03-31,NT,Northern Territory,Central Australia,Central Desert (R),86
2026-03-31,NT,Northern Territory,Central Australia,MacDonnell (R),175
2026-03-31,NT,Northern Territory,Darwin Remote,Roper Gulf (R),165
2026-03-31,NT,Northern Territory,Darwin Remote,Tiwi Islands (R),134
2026-03-31,NT,Northern Territory,Darwin Remote,Victoria Daly (R),68
2026-03-31,NT,Northern Territory,Darwin Remote,West Arnhem (R),184
2026-03-31,NT,Northern Territory,Darwin Remote,West Daly (R),98
2026-03-31,NT,Northern Territory,Darwin Urban,Belyuen (S),<11
2026-03-31,NT,Northern Territory,Darwin Urban,Coomalie (S),30
2026-03-31,NT,Northern Territory,Darwin Urban,Darwin (C),1943
2026-03-31,NT,Northern Territory,Darwin Urban,Litchfield (M),549
2026-03-31,NT,Northern Territory,Darwin Urban,Palmerston (C),1378
2026-03-31,NT,Northern Territory,Darwin Urban,Wagait (S),<11
2026-03-31,NT,Northern Territory,East Arnhem,East Arnhem (R),279
2026-03-31,NT,Northern Territory,Katherine,Katherine (T),404
2026-03-31,NT,Northern Territory,Other,NT - Other,<11
2026-03-31,NT,Northern Territory,Other,Unincorporated NT,207
2026-03-31,OT,Other Territories (ASGC 2011 'Other Territories' + Norfolk Island from Sep 2019),Other,Unincorp. Other Territories,89
2026-03-31,QLD,Queensland,Beenleigh,Logan (C),14400
2026-03-31,QLD,Queensland,Beenleigh,Redland (C),5590
2026-03-31,QLD,Queensland,Brisbane,Brisbane (C),30156
2026-03-31,QLD,Queensland,Bundaberg,Bundaberg (R),4189
2026-03-31,QLD,Queensland,Caboolture/Strathpine,Moreton Bay (R),19120
2026-03-31,QLD,Queensland,Cairns,Aurukun (S),74
2026-03-31,QLD,Queensland,Cairns,Cairns (R),4937
2026-03-31,QLD,Queensland,Cairns,Cassowary Coast (R),753
2026-03-31,QLD,Queensland,Cairns,Cook (S),83
2026-03-31,QLD,Queensland,Cairns,Croydon (S),<11
2026-03-31,QLD,Queensland,Cairns,Douglas (S),260
2026-03-31,QLD,Queensland,Cairns,Etheridge (S),11
2026-03-31,QLD,Queensland,Cairns,Hope Vale (S),28
2026-03-31,QLD,Queensland,Cairns,Kowanyama (S),37
2026-03-31,QLD,Queensland,Cairns,Lockhart River (S),16
2026-03-31,QLD,Queensland,Cairns,Mapoon (S),<11
2026-03-31,QLD,Queensland,Cairns,Mareeba (S),610
2026-03-31,QLD,Queensland,Cairns,Napranum (S),25
2026-03-31,QLD,Queensland,Cairns,Northern Peninsula Area (R),77
2026-03-31,QLD,Queensland,Cairns,Pormpuraaw (S),27
2026-03-31,QLD,Queensland,Cairns,Tablelands (R),757
2026-03-31,QLD,Queensland,Cairns,Torres (S),68
2026-03-31,QLD,Queensland,Cairns,Torres Strait Island (R),74
2026-03-31,QLD,Queensland,Cairns,Weipa (T),61
2026-03-31,QLD,Queensland,Cairns,Wujal Wujal (S),<11
2026-03-31,QLD,Queensland,Cairns,Yarrabah (S),74
2026-03-31,QLD,Queensland,Ipswich,Ipswich (C),10094
2026-03-31,QLD,Queensland,Ipswich,Lockyer Valley (R),1385
2026-03-31,QLD,Queensland,Ipswich,Scenic Rim (R),1434
2026-03-31,QLD,Queensland,Ipswich,Somerset (R),908
2026-03-31,QLD,Queensland,Mackay,Isaac (R),336
2026-03-31,QLD,Queensland,Mackay,Mackay (R),3659
2026-03-31,QLD,Queensland,Mackay,Whitsunday (R),830
2026-03-31,QLD,Queensland,Maroochydore,Gympie (R),2440
2026-03-31,QLD,Queensland,Maroochydore,Noosa (S),1316
2026-03-31,QLD,Queensland,Maroochydore,Sunshine Coast (R),10910
2026-03-31,QLD,Queensland,Maryborough,Cherbourg (S),81
2026-03-31,QLD,Queensland,Maryborough,Fraser Coast (R),4577
2026-03-31,QLD,Queensland,Maryborough,North Burnett (R),240
2026-03-31,QLD,Queensland,Maryborough,South Burnett (R),1251
2026-03-31,QLD,Queensland,Other,QLD - Other,<11
2026-03-31,QLD,Queensland,Robina,Gold Coast (C),17038
2026-03-31,QLD,Queensland,Rockhampton,Banana (S),365
2026-03-31,QLD,Queensland,Rockhampton,Barcaldine (R),50
2026-03-31,QLD,Queensland,Rockhampton,Barcoo (S),<11
2026-03-31,QLD,Queensland,Rockhampton,Blackall-Tambo (R),36
2026-03-31,QLD,Queensland,Rockhampton,Central Highlands (R) (Qld),750
2026-03-31,QLD,Queensland,Rockhampton,Diamantina (S),<11
2026-03-31,QLD,Queensland,Rockhampton,Gladstone (R),2369
2026-03-31,QLD,Queensland,Rockhampton,Livingstone (S),1260
2026-03-31,QLD,Queensland,Rockhampton,Longreach (R),90
2026-03-31,QLD,Queensland,Rockhampton,Rockhampton (R),3964
2026-03-31,QLD,Queensland,Rockhampton,Winton (S),26
2026-03-31,QLD,Queensland,Rockhampton,Woorabinda (S),34
2026-03-31,QLD,Queensland,Toowoomba,Balonne (S),99
2026-03-31,QLD,Queensland,Toowoomba,Bulloo (S),<11
2026-03-31,QLD,Queensland,Toowoomba,Goondiwindi (R),228
2026-03-31,QLD,Queensland,Toowoomba,Maranoa (R),334
2026-03-31,QLD,Queensland,Toowoomba,Murweh (S),152
2026-03-31,QLD,Queensland,Toowoomba,Paroo (S),39
2026-03-31,QLD,Queensland,Toowoomba,Quilpie (S),27
2026-03-31,QLD,Queensland,Toowoomba,Southern Downs (R),1327
2026-03-31,QLD,Queensland,Toowoomba,Toowoomba (R),6243
2026-03-31,QLD,Queensland,Toowoomba,Western Downs (R),1059
2026-03-31,QLD,Queensland,Townsville,Boulia (S),<11
2026-03-31,QLD,Queensland,Townsville,Burdekin (S),460
2026-03-31,QLD,Queensland,Townsville,Burke (S),<11
2026-03-31,QLD,Queensland,Townsville,Carpentaria (S),54
2026-03-31,QLD,Queensland,Townsville,Charters Towers (R),324
2026-03-31,QLD,Queensland,Townsville,Cloncurry (S),51
2026-03-31,QLD,Queensland,Townsville,Doomadgee (S),53
2026-03-31,QLD,Queensland,Townsville,Flinders (S) (Qld),31
2026-03-31,QLD,Queensland,Townsville,Hinchinbrook (S),318
2026-03-31,QLD,Queensland,Townsville,McKinlay (S),<11
2026-03-31,QLD,Queensland,Townsville,Mornington (S),32
2026-03-31,QLD,Queensland,Townsville,Mount Isa (C),537
2026-03-31,QLD,Queensland,Townsville,Palm Island (S),125
2026-03-31,QLD,Queensland,Townsville,Richmond (S),11
2026-03-31,QLD,Queensland,Townsville,Townsville (C),7180
2026-03-31,SA,South Australia,Adelaide Hills,Adelaide Hills (DC),1056
2026-03-31,SA,South Australia,Adelaide Hills,Mount Barker (DC),1791
2026-03-31,SA,South Australia,"Barossa, Light and Lower North",Adelaide Plains (DC),468
2026-03-31,SA,South Australia,"Barossa, Light and Lower North",Barossa (DC),950
2026-03-31,SA,South Australia,"Barossa, Light and Lower North",Gawler (T),1362
2026-03-31,SA,South Australia,"Barossa, Light and Lower North",Light (RegC),678
2026-03-31,SA,South Australia,Eastern Adelaide,Adelaide (C),589
2026-03-31,SA,South Australia,Eastern Adelaide,Burnside (C),968
2026-03-31,SA,South Australia,Eastern Adelaide,Campbelltown (C) (SA),1513
2026-03-31,SA,South Australia,Eastern Adelaide,Norwood Payneham St Peters (C),838
2026-03-31,SA,South Australia,Eastern Adelaide,Prospect (C),558
2026-03-31,SA,South Australia,Eastern Adelaide,Unley (C),859
2026-03-31,SA,South Australia,Eastern Adelaide,Walkerville (M),162
2026-03-31,SA,South Australia,Eyre and Western,Ceduna (DC),107
2026-03-31,SA,South Australia,Eyre and Western,Cleve (DC),48
2026-03-31,SA,South Australia,Eyre and Western,Elliston (DC),25
2026-03-31,SA,South Australia,Eyre and Western,Franklin Harbour (DC),21
2026-03-31,SA,South Australia,Eyre and Western,Kimba (DC),21
2026-03-31,SA,South Australia,Eyre and Western,Lower Eyre Peninsula (DC),160
2026-03-31,SA,South Australia,Eyre and Western,Port Lincoln (C),577
2026-03-31,SA,South Australia,Eyre and Western,Streaky Bay (DC),36
2026-03-31,SA,South Australia,Eyre and Western,Tumby Bay (DC),87
2026-03-31,SA,South Australia,Eyre and Western,Whyalla (C),809
2026-03-31,SA,South Australia,Eyre and Western,Wudinna (DC),34
2026-03-31,SA,South Australia,Far North (SA),Anangu Pitjantjatjara (AC),126
2026-03-31,SA,South Australia,Far North (SA),Coober Pedy (DC),34
2026-03-31,SA,South Australia,Far North (SA),Flinders Ranges (DC),39
2026-03-31,SA,South Australia,Far North (SA),Port Augusta (C),469
2026-03-31,SA,South Australia,Far North (SA),Roxby Downs (M),65
2026-03-31,SA,South Australia,Fleurieu and Kangaroo Island,Alexandrina (DC),1103
2026-03-31,SA,South Australia,Fleurieu and Kangaroo Island,Kangaroo Island (DC),134
2026-03-31,SA,South Australia,Fleurieu and Kangaroo Island,Victor Harbor (C),609
2026-03-31,SA,South Australia,Fleurieu and Kangaroo Island,Yankalilla (DC),167
2026-03-31,SA,South Australia,Limestone Coast,Grant (DC),231
2026-03-31,SA,South Australia,Limestone Coast,Kingston (DC) (SA),48
2026-03-31,SA,South Australia,Limestone Coast,Mount Gambier (C),1192
2026-03-31,SA,South Australia,Limestone Coast,Naracoorte and Lucindale (DC),194
2026-03-31,SA,South Australia,Limestone Coast,Robe (DC),17
2026-03-31,SA,South Australia,Limestone Coast,Tatiara (DC),119
2026-03-31,SA,South Australia,Limestone Coast,Wattle Range (DC),334
2026-03-31,SA,South Australia,Murray and Mallee,Berri and Barmera (DC),469
2026-03-31,SA,South Australia,Murray and Mallee,Karoonda East Murray (DC),33
2026-03-31,SA,South Australia,Murray and Mallee,Loxton Waikerie (DC),401
2026-03-31,SA,South Australia,Murray and Mallee,Mid Murray (DC),278
2026-03-31,SA,South Australia,Murray and Mallee,Murray Bridge (RC),1084
2026-03-31,SA,South Australia,Murray and Mallee,Renmark Paringa (DC),299
2026-03-31,SA,South Australia,Murray and Mallee,Southern Mallee (DC),49
2026-03-31,SA,South Australia,Murray and Mallee,The Coorong (DC),142
2026-03-31,SA,South Australia,Northern Adelaide,Playford (C),7161
2026-03-31,SA,South Australia,Northern Adelaide,Port Adelaide Enfield (C),5360
2026-03-31,SA,South Australia,Northern Adelaide,Salisbury (C),6356
2026-03-31,SA,South Australia,Northern Adelaide,Tea Tree Gully (C),3567
2026-03-31,SA,South Australia,Other,Unincorporated SA,53
2026-03-31,SA,South Australia,Southern Adelaide,Holdfast Bay (C),1066
2026-03-31,SA,South Australia,Southern Adelaide,Marion (C),3574
2026-03-31,SA,South Australia,Southern Adelaide,Mitcham (C),1931
2026-03-31,SA,South Australia,Southern Adelaide,Onkaparinga (C),7876
2026-03-31,SA,South Australia,Western Adelaide,Charles Sturt (C),3913
2026-03-31,SA,South Australia,Western Adelaide,West Torrens (C),1691
2026-03-31,SA,South Australia,Yorke and Mid North,Barunga West (DC),70
2026-03-31,SA,South Australia,Yorke and Mid North,Clare and Gilbert Valleys (DC),239
2026-03-31,SA,South Australia,Yorke and Mid North,Copper Coast (DC),554
2026-03-31,SA,South Australia,Yorke and Mid North,Goyder (DC),125
2026-03-31,SA,South Australia,Yorke and Mid North,Mount Remarkable (DC),52
2026-03-31,SA,South Australia,Yorke and Mid North,Northern Areas (DC),109
2026-03-31,SA,South Australia,Yorke and Mid North,Orroroo/Carrieton (DC),20
2026-03-31,SA,South Australia,Yorke and Mid North,Peterborough (DC),55
2026-03-31,SA,South Australia,Yorke and Mid North,Port Pirie City and Dists (M),687
2026-03-31,SA,South Australia,Yorke and Mid North,Wakefield (DC),264
2026-03-31,SA,South Australia,Yorke and Mid North,Yorke Peninsula (DC),263
2026-03-31,TAS,Tasmania,TAS North,Break O'Day (M),203
2026-03-31,TAS,Tasmania,TAS North,Dorset (M),155
2026-03-31,TAS,Tasmania,TAS North,Flinders (M) (Tas.),17
2026-03-31,TAS,Tasmania,TAS North,George Town (M),285
2026-03-31,TAS,Tasmania,TAS North,Launceston (C),2400
2026-03-31,TAS,Tasmania,TAS North,Meander Valley (M),568
2026-03-31,TAS,Tasmania,TAS North,Northern Midlands (M),390
2026-03-31,TAS,Tasmania,TAS North,West Tamar (M),706
2026-03-31,TAS,Tasmania,TAS North West,Burnie (C),743
2026-03-31,TAS,Tasmania,TAS North West,Central Coast (M) (Tas.),648
2026-03-31,TAS,Tasmania,TAS North West,Circular Head (M),164
2026-03-31,TAS,Tasmania,TAS North West,Devonport (C),1009
2026-03-31,TAS,Tasmania,TAS North West,Kentish (M),164
2026-03-31,TAS,Tasmania,TAS North West,King Island (M),21
2026-03-31,TAS,Tasmania,TAS North West,Latrobe (M) (Tas.),311
2026-03-31,TAS,Tasmania,TAS North West,Waratah/Wynyard (M),490
2026-03-31,TAS,Tasmania,TAS North West,West Coast (M),105
2026-03-31,TAS,Tasmania,TAS South East,Brighton (M),870
2026-03-31,TAS,Tasmania,TAS South East,Central Highlands (M) (Tas.),38
2026-03-31,TAS,Tasmania,TAS South East,Clarence (C),1797
2026-03-31,TAS,Tasmania,TAS South East,Derwent Valley (M),422
2026-03-31,TAS,Tasmania,TAS South East,Glamorgan/Spring Bay (M),82
2026-03-31,TAS,Tasmania,TAS South East,Sorell (M),444
2026-03-31,TAS,Tasmania,TAS South East,Southern Midlands (M),166
2026-03-31,TAS,Tasmania,TAS South East,Tasman (M),45
2026-03-31,TAS,Tasmania,TAS South West,Glenorchy (C),1941
2026-03-31,TAS,Tasmania,TAS South West,Hobart (C),1063
2026-03-31,TAS,Tasmania,TAS South West,Huon Valley (M),485
2026-03-31,TAS,Tasmania,TAS South West,Kingborough (M),991
2026-03-31,VIC,Victoria,Barwon,Colac-Otway (S),817
2026-03-31,VIC,Victoria,Barwon,Greater Geelong (C),12207
2026-03-31,VIC,Victoria,Barwon,Queenscliffe (B),49
2026-03-31,VIC,Victoria,Barwon,Surf Coast (S),857
2026-03-31,VIC,Victoria,Bayside Peninsula,Bayside (C),1921
2026-03-31,VIC,Victoria,Bayside Peninsula,Frankston (C),6020
2026-03-31,VIC,Victoria,Bayside Peninsula,Glen Eira (C),3582
2026-03-31,VIC,Victoria,Bayside Peninsula,Kingston (C) (Vic.),4291
2026-03-31,VIC,Victoria,Bayside Peninsula,Mornington Peninsula (S),5661
2026-03-31,VIC,Victoria,Bayside Peninsula,Port Phillip (C),2152
2026-03-31,VIC,Victoria,Bayside Peninsula,Stonnington (C),1554
2026-03-31,VIC,Victoria,Brimbank Melton,Brimbank (C),5985
2026-03-31,VIC,Victoria,Brimbank Melton,Melton (C),8450
2026-03-31,VIC,Victoria,Central Highlands,Ararat (RC),418
2026-03-31,VIC,Victoria,Central Highlands,Ballarat (C),4917
2026-03-31,VIC,Victoria,Central Highlands,Golden Plains (S),977
2026-03-31,VIC,Victoria,Central Highlands,Hepburn (S),435
2026-03-31,VIC,Victoria,Central Highlands,Moorabool (S),1394
2026-03-31,VIC,Victoria,Central Highlands,Pyrenees (S),218
2026-03-31,VIC,Victoria,Goulburn,Greater Shepparton (C),2865
2026-03-31,VIC,Victoria,Goulburn,Mitchell (S),2168
2026-03-31,VIC,Victoria,Goulburn,Moira (S),1052
2026-03-31,VIC,Victoria,Goulburn,Murrindindi (S),371
2026-03-31,VIC,Victoria,Goulburn,Strathbogie (S),268
2026-03-31,VIC,Victoria,Hume Moreland,Hume (C),9748
2026-03-31,VIC,Victoria,Hume Moreland,Moreland (C),4856
2026-03-31,VIC,Victoria,Inner East Melbourne,Boroondara (C),3065
2026-03-31,VIC,Victoria,Inner East Melbourne,Manningham (C),2590
2026-03-31,VIC,Victoria,Inner East Melbourne,Monash (C),3727
2026-03-31,VIC,Victoria,Inner East Melbourne,Whitehorse (C),4189
2026-03-31,VIC,Victoria,Inner Gippsland,Bass Coast (S),1285
2026-03-31,VIC,Victoria,Inner Gippsland,Baw Baw (S),2181
2026-03-31,VIC,Victoria,Inner Gippsland,Latrobe (C) (Vic.),3619
2026-03-31,VIC,Victoria,Inner Gippsland,South Gippsland (S),889
2026-03-31,VIC,Victoria,Loddon,Campaspe (S),1402
2026-03-31,VIC,Victoria,Loddon,Central Goldfields (S),580
2026-03-31,VIC,Victoria,Loddon,Greater Bendigo (C),6205
2026-03-31,VIC,Victoria,Loddon,Loddon (S),204
2026-03-31,VIC,Victoria,Loddon,Macedon Ranges (S),1817
2026-03-31,VIC,Victoria,Loddon,Mount Alexander (S),742
2026-03-31,VIC,Victoria,Mallee,Buloke (S),165
2026-03-31,VIC,Victoria,Mallee,Gannawarra (S),269
2026-03-31,VIC,Victoria,Mallee,Mildura (RC),2426
2026-03-31,VIC,Victoria,Mallee,Swan Hill (RC),744
2026-03-31,VIC,Victoria,North East Melbourne,Banyule (C),3973
2026-03-31,VIC,Victoria,North East Melbourne,Darebin (C),4568
2026-03-31,VIC,Victoria,North East Melbourne,Nillumbik (S),1888
2026-03-31,VIC,Victoria,North East Melbourne,Whittlesea (C),7642
2026-03-31,VIC,Victoria,North East Melbourne,Yarra (C),1831
2026-03-31,VIC,Victoria,Other,Unincorporated Vic,<11
2026-03-31,VIC,Victoria,Other,VIC - Other,<11
2026-03-31,VIC,Victoria,Outer East Melbourne,Knox (C),4766
2026-03-31,VIC,Victoria,Outer East Melbourne,Maroondah (C),4268
2026-03-31,VIC,Victoria,Outer East Melbourne,Yarra Ranges (S),5442
2026-03-31,VIC,Victoria,Outer Gippsland,East Gippsland (S),1720
2026-03-31,VIC,Victoria,Outer Gippsland,Wellington (S),1659
2026-03-31,VIC,Victoria,Ovens Murray,Alpine (S),282
2026-03-31,VIC,Victoria,Ovens Murray,Benalla (RC),540
2026-03-31,VIC,Victoria,Ovens Murray,Indigo (S),531
2026-03-31,VIC,Victoria,Ovens Murray,Mansfield (S),220
2026-03-31,VIC,Victoria,Ovens Murray,Towong (S),163
2026-03-31,VIC,Victoria,Ovens Murray,Wangaratta (RC),1179
2026-03-31,VIC,Victoria,Ovens Murray,Wodonga (C),2211
2026-03-31,VIC,Victoria,Southern Melbourne,Cardinia (S),4214
2026-03-31,VIC,Victoria,Southern Melbourne,Casey (C),11889
2026-03-31,VIC,Victoria,Southern Melbourne,Greater Dandenong (C),4315
2026-03-31,VIC,Victoria,Western District,Corangamite (S),507
2026-03-31,VIC,Victoria,Western District,Glenelg (S),661
