report_date,state_code,state_name,service_district,lga_name,participant_count
2025-03-31,QLD,Queensland,Townsville,Hinchinbrook (S),312
2025-03-31,QLD,Queensland,Townsville,McKinlay (S),11
2025-03-31,QLD,Queensland,Townsville,Mornington (S),32
2025-03-31,QLD,Queensland,Townsville,Mount Isa (C),460
2025-03-31,QLD,Queensland,Townsville,Palm Island (S),112
2025-03-31,QLD,Queensland,Townsville,Richmond (S),12
2025-03-31,QLD,Queensland,Townsville,Townsville (C),6833
2025-03-31,SA,South Australia,Adelaide Hills,Adelaide Hills (DC),963
2025-03-31,SA,South Australia,Adelaide Hills,Mount Barker (DC),1560
2025-03-31,SA,South Australia,"Barossa, Light and Lower North",Adelaide Plains (DC),410
2025-03-31,SA,South Australia,"Barossa, Light and Lower North",Barossa (DC),836
2025-03-31,SA,South Australia,"Barossa, Light and Lower North",Gawler (T),1275
2025-03-31,SA,South Australia,"Barossa, Light and Lower North",Light (RegC),612
2025-03-31,SA,South Australia,Eastern Adelaide,Adelaide (C),556
2025-03-31,SA,South Australia,Eastern Adelaide,Burnside (C),899
2025-03-31,SA,South Australia,Eastern Adelaide,Campbelltown (C) (SA),1418
2025-03-31,SA,South Australia,Eastern Adelaide,Norwood Payneham St Peters (C),748
2025-03-31,SA,South Australia,Eastern Adelaide,Prospect (C),511
2025-03-31,SA,South Australia,Eastern Adelaide,Unley (C),797
2025-03-31,SA,South Australia,Eastern Adelaide,Walkerville (M),148
2025-03-31,SA,South Australia,Eyre and Western,Ceduna (DC),100
2025-03-31,SA,South Australia,Eyre and Western,Cleve (DC),48
2025-03-31,SA,South Australia,Eyre and Western,Elliston (DC),27
2025-03-31,SA,South Australia,Eyre and Western,Franklin Harbour (DC),21
2025-03-31,SA,South Australia,Eyre and Western,Kimba (DC),21
2025-03-31,SA,South Australia,Eyre and Western,Lower Eyre Peninsula (DC),147
2025-03-31,SA,South Australia,Eyre and Western,Port Lincoln (C),571
2025-03-31,SA,South Australia,Eyre and Western,Streaky Bay (DC),33
2025-03-31,SA,South Australia,Eyre and Western,Tumby Bay (DC),80
2025-03-31,SA,South Australia,Eyre and Western,Whyalla (C),753
2025-03-31,SA,South Australia,Eyre and Western,Wudinna (DC),30
2025-03-31,SA,South Australia,Far North (SA),Anangu Pitjantjatjara (AC),58
2025-03-31,SA,South Australia,Far North (SA),Coober Pedy (DC),34
2025-03-31,SA,South Australia,Far North (SA),Flinders Ranges (DC),37
2025-03-31,SA,South Australia,Far North (SA),Port Augusta (C),443
2025-03-31,SA,South Australia,Far North (SA),Roxby Downs (M),68
2025-03-31,SA,South Australia,Fleurieu and Kangaroo Island,Alexandrina (DC),991
2025-03-31,SA,South Australia,Fleurieu and Kangaroo Island,Kangaroo Island (DC),131
2025-03-31,SA,South Australia,Fleurieu and Kangaroo Island,Victor Harbor (C),555
2025-03-31,SA,South Australia,Fleurieu and Kangaroo Island,Yankalilla (DC),149
2025-03-31,SA,South Australia,Limestone Coast,Grant (DC),218
2025-03-31,SA,South Australia,Limestone Coast,Kingston (DC) (SA),43
2025-03-31,SA,South Australia,Limestone Coast,Mount Gambier (C),1102
2025-03-31,SA,South Australia,Limestone Coast,Naracoorte and Lucindale (DC),175
2025-03-31,SA,South Australia,Limestone Coast,Robe (DC),15
2025-03-31,SA,South Australia,Limestone Coast,Tatiara (DC),107
2025-03-31,SA,South Australia,Limestone Coast,Wattle Range (DC),315
2025-03-31,SA,South Australia,Murray and Mallee,Berri and Barmera (DC),419
2025-03-31,SA,South Australia,Murray and Mallee,Karoonda East Murray (DC),27
2025-03-31,SA,South Australia,Murray and Mallee,Loxton Waikerie (DC),373
2025-03-31,SA,South Australia,Murray and Mallee,Mid Murray (DC),245
2025-03-31,SA,South Australia,Murray and Mallee,Murray Bridge (RC),984
2025-03-31,SA,South Australia,Murray and Mallee,Renmark Paringa (DC),267
2025-03-31,SA,South Australia,Murray and Mallee,Southern Mallee (DC),47
2025-03-31,SA,South Australia,Murray and Mallee,The Coorong (DC),133
2025-03-31,SA,South Australia,Northern Adelaide,Playford (C),6467
2025-03-31,SA,South Australia,Northern Adelaide,Port Adelaide Enfield (C),4976
2025-03-31,SA,South Australia,Northern Adelaide,Salisbury (C),5966
2025-03-31,SA,South Australia,Northern Adelaide,Tea Tree Gully (C),3248
2025-03-31,SA,South Australia,Other,Other,<11
2025-03-31,SA,South Australia,Other,Unincorporated SA,46
2025-03-31,SA,South Australia,Southern Adelaide,Holdfast Bay (C),996
2025-03-31,SA,South Australia,Southern Adelaide,Marion (C),3279
2025-03-31,SA,South Australia,Southern Adelaide,Mitcham (C),1824
2025-03-31,SA,South Australia,Southern Adelaide,Onkaparinga (C),7100
2025-03-31,SA,South Australia,Western Adelaide,Charles Sturt (C),3652
2025-03-31,SA,South Australia,Western Adelaide,West Torrens (C),1538
2025-03-31,SA,South Australia,Yorke and Mid North,Barunga West (DC),62
2025-03-31,SA,South Australia,Yorke and Mid North,Clare and Gilbert Valleys (DC),230
2025-03-31,SA,South Australia,Yorke and Mid North,Copper Coast (DC),509
2025-03-31,SA,South Australia,Yorke and Mid North,Goyder (DC),108
2025-03-31,SA,South Australia,Yorke and Mid North,Mount Remarkable (DC),52
2025-03-31,SA,South Australia,Yorke and Mid North,Northern Areas (DC),106
2025-03-31,SA,South Australia,Yorke and Mid North,Orroroo/Carrieton (DC),21
2025-03-31,SA,South Australia,Yorke and Mid North,Peterborough (DC),48
2025-03-31,SA,South Australia,Yorke and Mid North,Port Pirie City and Dists (M),644
2025-03-31,SA,South Australia,Yorke and Mid North,Wakefield (DC),251
2025-03-31,SA,South Australia,Yorke and Mid North,Yorke Peninsula (DC),235
2025-03-31,TAS,Tasmania,TAS North,Break O'Day (M),180
2025-03-31,TAS,Tasmania,TAS North,Dorset (M),145
2025-03-31,TAS,Tasmania,TAS North,Flinders (M) (Tas.),16
2025-03-31,TAS,Tasmania,TAS North,George Town (M),247
2025-03-31,TAS,Tasmania,TAS North,Launceston (C),2289
2025-03-31,TAS,Tasmania,TAS North,Meander Valley (M),512
2025-03-31,TAS,Tasmania,TAS North,Northern Midlands (M),366
2025-03-31,TAS,Tasmania,TAS North,West Tamar (M),629
2025-03-31,TAS,Tasmania,TAS North West,Burnie (C),682
2025-03-31,TAS,Tasmania,TAS North West,Central Coast (M) (Tas.),583
2025-03-31,TAS,Tasmania,TAS North West,Circular Head (M),152
2025-03-31,TAS,Tasmania,TAS North West,Devonport (C),911
2025-03-31,TAS,Tasmania,TAS North West,Kentish (M),155
2025-03-31,TAS,Tasmania,TAS North West,King Island (M),18
2025-03-31,TAS,Tasmania,TAS North West,Latrobe (M) (Tas.),282
2025-03-31,TAS,Tasmania,TAS North West,Waratah/Wynyard (M),459
2025-03-31,TAS,Tasmania,TAS North West,West Coast (M),93
2025-03-31,TAS,Tasmania,TAS South East,Brighton (M),773
2025-03-31,TAS,Tasmania,TAS South East,Central Highlands (M) (Tas.),32
2025-03-31,TAS,Tasmania,TAS South East,Clarence (C),1674
2025-03-31,TAS,Tasmania,TAS South East,Derwent Valley (M),366
2025-03-31,TAS,Tasmania,TAS South East,Glamorgan/Spring Bay (M),78
2025-03-31,TAS,Tasmania,TAS South East,Sorell (M),385
2025-03-31,TAS,Tasmania,TAS South East,Southern Midlands (M),155
2025-03-31,TAS,Tasmania,TAS South East,Tasman (M),42
2025-03-31,TAS,Tasmania,TAS South West,Glenorchy (C),1813
2025-03-31,TAS,Tasmania,TAS South West,Hobart (C),971
2025-03-31,TAS,Tasmania,TAS South West,Huon Valley (M),441
2025-03-31,TAS,Tasmania,TAS South West,Kingborough (M),883
2025-03-31,VIC,Victoria,Barwon,Colac-Otway (S),776
2025-03-31,VIC,Victoria,Barwon,Greater Geelong (C),11233
2025-03-31,VIC,Victoria,Barwon,Queenscliffe (B),47
2025-03-31,VIC,Victoria,Barwon,Surf Coast (S),775
2025-03-31,VIC,Victoria,Bayside Peninsula,Bayside (C),1782
2025-03-31,VIC,Victoria,Bayside Peninsula,Frankston (C),5588
2025-03-31,VIC,Victoria,Bayside Peninsula,Glen Eira (C),3284
2025-03-31,VIC,Victoria,Bayside Peninsula,Kingston (C) (Vic.),4007
2025-03-31,VIC,Victoria,Bayside Peninsula,Mornington Peninsula (S),5221
2025-03-31,VIC,Victoria,Bayside Peninsula,Port Phillip (C),2018
2025-03-31,VIC,Victoria,Bayside Peninsula,Stonnington (C),1442
2025-03-31,VIC,Victoria,Brimbank Melton,Brimbank (C),5777
2025-03-31,VIC,Victoria,Brimbank Melton,Melton (C),7513
2025-03-31,VIC,Victoria,Central Highlands,Ararat (RC),407
2025-03-31,VIC,Victoria,Central Highlands,Ballarat (C),4539
2025-03-31,VIC,Victoria,Central Highlands,Golden Plains (S),890
2025-03-31,VIC,Victoria,Central Highlands,Hepburn (S),399
2025-03-31,VIC,Victoria,Central Highlands,Moorabool (S),1294
2025-03-31,VIC,Victoria,Central Highlands,Pyrenees (S),193
2025-03-31,VIC,Victoria,Goulburn,Greater Shepparton (C),2589
2025-03-31,VIC,Victoria,Goulburn,Mitchell (S),1860
2025-03-31,VIC,Victoria,Goulburn,Moira (S),940
2025-03-31,VIC,Victoria,Goulburn,Murrindindi (S),345
2025-03-31,VIC,Victoria,Goulburn,Strathbogie (S),246
2025-03-31,VIC,Victoria,Hume Moreland,Hume (C),9131
2025-03-31,VIC,Victoria,Hume Moreland,Moreland (C),4530
2025-03-31,VIC,Victoria,Inner East Melbourne,Boroondara (C),2860
2025-03-31,VIC,Victoria,Inner East Melbourne,Manningham (C),2394
2025-03-31,VIC,Victoria,Inner East Melbourne,Monash (C),3537
2025-03-31,VIC,Victoria,Inner East Melbourne,Whitehorse (C),3988
2025-03-31,VIC,Victoria,Inner Gippsland,Bass Coast (S),1154
2025-03-31,VIC,Victoria,Inner Gippsland,Baw Baw (S),1944
2025-03-31,VIC,Victoria,Inner Gippsland,Latrobe (C) (Vic.),3304
2025-03-31,VIC,Victoria,Inner Gippsland,South Gippsland (S),820
2025-03-31,VIC,Victoria,Loddon,Campaspe (S),1299
2025-03-31,VIC,Victoria,Loddon,Central Goldfields (S),550
2025-03-31,VIC,Victoria,Loddon,Greater Bendigo (C),5741
2025-03-31,VIC,Victoria,Loddon,Loddon (S),186
2025-03-31,VIC,Victoria,Loddon,Macedon Ranges (S),1658
2025-03-31,VIC,Victoria,Loddon,Mount Alexander (S),684
2025-03-31,VIC,Victoria,Mallee,Buloke (S),149
2025-03-31,VIC,Victoria,Mallee,Gannawarra (S),258
2025-03-31,VIC,Victoria,Mallee,Mildura (RC),2238
2025-03-31,VIC,Victoria,Mallee,Swan Hill (RC),690
2025-03-31,VIC,Victoria,North East Melbourne,Banyule (C),3658
2025-03-31,VIC,Victoria,North East Melbourne,Darebin (C),4221
2025-03-31,VIC,Victoria,North East Melbourne,Nillumbik (S),1679
2025-03-31,VIC,Victoria,North East Melbourne,Whittlesea (C),7003
2025-03-31,VIC,Victoria,North East Melbourne,Yarra (C),1723
2025-03-31,VIC,Victoria,Other,Other,<11
2025-03-31,VIC,Victoria,Other,Unincorporated Vic,<11
2025-03-31,VIC,Victoria,Outer East Melbourne,Knox (C),4406
2025-03-31,VIC,Victoria,Outer East Melbourne,Maroondah (C),4022
2025-03-31,VIC,Victoria,Outer East Melbourne,Yarra Ranges (S),4982
2025-03-31,VIC,Victoria,Outer Gippsland,East Gippsland (S),1606
2025-03-31,VIC,Victoria,Outer Gippsland,Wellington (S),1481
2025-03-31,VIC,Victoria,Ovens Murray,Alpine (S),258
2025-03-31,VIC,Victoria,Ovens Murray,Benalla (RC),497
2025-03-31,VIC,Victoria,Ovens Murray,Indigo (S),491
2025-03-31,VIC,Victoria,Ovens Murray,Mansfield (S),202
2025-03-31,VIC,Victoria,Ovens Murray,Towong (S),167
2025-03-31,VIC,Victoria,Ovens Murray,Wangaratta (RC),1087
2025-03-31,VIC,Victoria,Ovens Murray,Wodonga (C),2066
2025-03-31,VIC,Victoria,Southern Melbourne,Cardinia (S),3830
2025-03-31,VIC,Victoria,Southern Melbourne,Casey (C),10836
2025-03-31,VIC,Victoria,Southern Melbourne,Greater Dandenong (C),4102
2025-03-31,VIC,Victoria,Western District,Corangamite (S),494
2025-03-31,VIC,Victoria,Western District,Glenelg (S),632
2025-03-31,VIC,Victoria,Western District,Hindmarsh (S),137
2025-03-31,VIC,Victoria,Western District,Horsham (RC),733
2025-03-31,VIC,Victoria,Western District,Moyne (S),424
2025-03-31,VIC,Victoria,Western District,Northern Grampians (S),353
2025-03-31,VIC,Victoria,Western District,Southern Grampians (S),508
2025-03-31,VIC,Victoria,Western District,Warrnambool (C),1454
2025-03-31,VIC,Victoria,Western District,West Wimmera (S),72
2025-03-31,VIC,Victoria,Western District,Yarriambiack (S),211
2025-03-31,VIC,Victoria,Western Melbourne,Hobsons Bay (C),2645
2025-03-31,VIC,Victoria,Western Melbourne,Maribyrnong (C),2393
2025-03-31,VIC,Victoria,Western Melbourne,Melbourne (C),1794
2025-03-31,VIC,Victoria,Western Melbourne,Moonee Valley (C),2924
2025-03-31,VIC,Victoria,Western Melbourne,Wyndham (C),9588
2025-03-31,WA,Western Australia,Barkly,Barkly (R),<11
2025-03-31,WA,Western Australia,Central North Metro,Cambridge (T),434
2025-03-31,WA,Western Australia,Central North Metro,Claremont (T),197
2025-03-31,WA,Western Australia,Central North Metro,Cottesloe (T),78
2025-03-31,WA,Western Australia,Central North Metro,Mosman Park (T),141
2025-03-31,WA,Western Australia,Central North Metro,Nedlands (C),411
2025-03-31,WA,Western Australia,Central North Metro,Peppermint Grove (S),12
2025-03-31,WA,Western Australia,Central North Metro,Perth (C),353
2025-03-31,WA,Western Australia,Central North Metro,Stirling (C),4456
2025-03-31,WA,Western Australia,Central North Metro,Subiaco (C),280
2025-03-31,WA,Western Australia,Central North Metro,Vincent (C),630
2025-03-31,WA,Western Australia,Central South Metro,Cockburn (C),2921
2025-03-31,WA,Western Australia,Central South Metro,East Fremantle (T),101
2025-03-31,WA,Western Australia,Central South Metro,Fremantle (C),682
2025-03-31,WA,Western Australia,Central South Metro,Kwinana (C),1530
2025-03-31,WA,Western Australia,Central South Metro,Melville (C),1929
2025-03-31,WA,Western Australia,Central South Metro,South Perth (C),714
2025-03-31,WA,Western Australia,Goldfields-Esperance,Coolgardie (S),68
2025-03-31,WA,Western Australia,Goldfields-Esperance,Dundas (S),14
2025-03-31,WA,Western Australia,Goldfields-Esperance,Esperance (S),320
2025-03-31,WA,Western Australia,Goldfields-Esperance,Kalgoorlie/Boulder (C),563
2025-03-31,WA,Western Australia,Goldfields-Esperance,Laverton (S),<11
2025-03-31,WA,Western Australia,Goldfields-Esperance,Leonora (S),13
2025-03-31,WA,Western Australia,Goldfields-Esperance,Menzies (S),<11
2025-03-31,WA,Western Australia,Goldfields-Esperance,Ngaanyatjarraku (S),39
2025-03-31,WA,Western Australia,Goldfields-Esperance,Ravensthorpe (S),26
2025-03-31,WA,Western Australia,Great Southern,Albany (C),1048
2025-03-31,WA,Western Australia,Great Southern,Broomehill-Tambellup (S),30
2025-03-31,WA,Western Australia,Great Southern,Cranbrook (S),28
2025-03-31,WA,Western Australia,Great Southern,Denmark (S),113
2025-03-31,WA,Western Australia,Great Southern,Gnowangerup (S),20
2025-03-31,WA,Western Australia,Great Southern,Jerramungup (S),15
2025-03-31,WA,Western Australia,Great Southern,Katanning (S),75
2025-03-31,WA,Western Australia,Great Southern,Kent (S),<11
2025-03-31,WA,Western Australia,Great Southern,Kojonup (S),25
2025-03-31,WA,Western Australia,Great Southern,Plantagenet (S),109
2025-03-31,WA,Western Australia,Great Southern,Woodanilling (S),<11
2025-03-31,WA,Western Australia,Kimberley-Pilbara,Ashburton (S),95
2025-03-31,WA,Western Australia,Kimberley-Pilbara,Broome (S),496
2025-03-31,WA,Western Australia,Kimberley-Pilbara,Derby-West Kimberley (S),221
2025-03-31,WA,Western Australia,Kimberley-Pilbara,East Pilbara (S),98
2025-03-31,WA,Western Australia,Kimberley-Pilbara,Halls Creek (S),96
2025-03-31,WA,Western Australia,Kimberley-Pilbara,Karratha (C),459
2025-03-31,WA,Western Australia,Kimberley-Pilbara,Port Hedland (T),270
2025-03-31,WA,Western Australia,Kimberley-Pilbara,Wyndham-East Kimberley (S),181
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Carnamah (S),14
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Carnarvon (S),89
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Chapman Valley (S),34
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Coorow (S),12
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Cue (S),<11
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Exmouth (S),31
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Greater Geraldton (C),1203
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Irwin (S),67
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Meekatharra (S),<11
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Mingenew (S),<11
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Morawa (S),14
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Mount Magnet (S),20
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Murchison (S),<11
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Northampton (S),68
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Perenjori (S),<11
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Shark Bay (S),<11
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Three Springs (S),<11
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Wiluna (S),<11
2025-03-31,WA,Western Australia,Midwest-Gascoyne,Yalgoo (S),<11
2025-03-31,WA,Western Australia,North East Metro,Bassendean (T),554
2025-03-31,WA,Western Australia,North East Metro,Bayswater (C),1468
2025-03-31,WA,Western Australia,North East Metro,Kalamunda (C),1419
2025-03-31,WA,Western Australia,North East Metro,Mundaring (S),1024
2025-03-31,WA,Western Australia,North East Metro,Swan (C),4817
2025-03-31,WA,Western Australia,North Metro,Joondalup (C),3235
2025-03-31,WA,Western Australia,North Metro,Wanneroo (C),5522
2025-03-31,WA,Western Australia,Other,Anangu Pitjantjatjara (AC),23
2025-03-31,WA,Western Australia,Other,Central Desert (R),<11
2025-03-31,WA,Western Australia,Other,MacDonnell (R),35
2025-03-31,WA,Western Australia,Other,Other,<11
2025-03-31,WA,Western Australia,Other,Unincorp. Other Territories,<11
2025-03-31,WA,Western Australia,Other,Unincorporated NT,<11
2025-03-31,WA,Western Australia,South East Metro,Belmont (C),907
2025-03-31,WA,Western Australia,South East Metro,Canning (C),2053
2025-03-31,WA,Western Australia,South East Metro,Gosnells (C),3356
2025-03-31,WA,Western Australia,South East Metro,Victoria Park (T),782
2025-03-31,WA,Western Australia,South Metro,Armadale (C),2738
2025-03-31,WA,Western Australia,South Metro,Mandurah (C),2399
2025-03-31,WA,Western Australia,South Metro,Murray (S),480
2025-03-31,WA,Western Australia,South Metro,Rockingham (C),3943
2025-03-31,WA,Western Australia,South Metro,Serpentine-Jarrahdale (S),817
2025-03-31,WA,Western Australia,South West,Augusta-Margaret River (S),381
2025-03-31,WA,Western Australia,South West,Boyup Brook (S),31
2025-03-31,WA,Western Australia,South West,Bridgetown-Greenbushes (S),175
2025-03-31,WA,Western Australia,South West,Bunbury (C),1067
2025-03-31,WA,Western Australia,South West,Busselton (C),1037
2025-03-31,WA,Western Australia,South West,Capel (S),485
2025-03-31,WA,Western Australia,South West,Collie (S),251
2025-03-31,WA,Western Australia,South West,Dardanup (S),367
2025-03-31,WA,Western Australia,South West,Donnybrook-Balingup (S),163
2025-03-31,WA,Western Australia,South West,Harvey (S),674
2025-03-31,WA,Western Australia,South West,Manjimup (S),244
2025-03-31,WA,Western Australia,South West,Nannup (S),20
2025-03-31,WA,Western Australia,South West,Waroona (S),74
2025-03-31,WA,Western Australia,Wheat Belt,Beverley (S),31
2025-03-31,WA,Western Australia,Wheat Belt,Boddington (S),28
2025-03-31,WA,Western Australia,Wheat Belt,Brookton (S),22
2025-03-31,WA,Western Australia,Wheat Belt,Bruce Rock (S),17
2025-03-31,WA,Western Australia,Wheat Belt,Chittering (S),133
2025-03-31,WA,Western Australia,Wheat Belt,Corrigin (S),13
2025-03-31,WA,Western Australia,Wheat Belt,Cuballing (S),19
2025-03-31,WA,Western Australia,Wheat Belt,Cunderdin (S),29
2025-03-31,WA,Western Australia,Wheat Belt,Dalwallinu (S),15
2025-03-31,WA,Western Australia,Wheat Belt,Dandaragan (S),47
2025-03-31,WA,Western Australia,Wheat Belt,Dowerin (S),15
2025-03-31,WA,Western Australia,Wheat Belt,Dumbleyung (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Gingin (S),104
2025-03-31,WA,Western Australia,Wheat Belt,Goomalling (S),15
2025-03-31,WA,Western Australia,Wheat Belt,Kellerberrin (S),20
2025-03-31,WA,Western Australia,Wheat Belt,Kondinin (S),11
2025-03-31,WA,Western Australia,Wheat Belt,Koorda (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Kulin (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Lake Grace (S),15
2025-03-31,WA,Western Australia,Wheat Belt,Merredin (S),60
2025-03-31,WA,Western Australia,Wheat Belt,Moora (S),45
2025-03-31,WA,Western Australia,Wheat Belt,Mount Marshall (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Mukinbudin (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Narembeen (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Narrogin (S),95
2025-03-31,WA,Western Australia,Wheat Belt,Northam (S),328
2025-03-31,WA,Western Australia,Wheat Belt,Nungarin (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Pingelly (S),35
2025-03-31,WA,Western Australia,Wheat Belt,Quairading (S),18
2025-03-31,WA,Western Australia,Wheat Belt,Tammin (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Toodyay (S),88
2025-03-31,WA,Western Australia,Wheat Belt,Trayning (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Victoria Plains (S),12
2025-03-31,WA,Western Australia,Wheat Belt,Wagin (S),20
2025-03-31,WA,Western Australia,Wheat Belt,Wandering (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,West Arthur (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Westonia (S),<11
2025-03-31,WA,Western Australia,Wheat Belt,Wickepin (S),13
2025-03-31,WA,Western Australia,Wheat Belt,Williams (S),14
2025-03-31,WA,Western Australia,Wheat Belt,Wongan-Ballidu (S),21
2025-03-31,WA,Western Australia,Wheat Belt,Wyalkatchem (S),12
2025-03-31,WA,Western Australia,Wheat Belt,Yilgarn (S),19
2025-03-31,WA,Western Australia,Wheat Belt,York (S),84
2024-12-31,ACT,Australian Capital Territory,ACT,Unincorporated ACT,11299
2024-12-31,ACT,Australian Capital Territory,Other,Other,<11
2024-12-31,MIS,Missing (state information not recorded for these participants),Other,Other,16
2024-12-31,NSW,New South Wales,ACT,Unincorporated ACT,<11
2024-12-31,NSW,New South Wales,Central Coast,Central Coast (C) (NSW),11758
2024-12-31,NSW,New South Wales,Far West,Balranald (A),65
2024-12-31,NSW,New South Wales,Far West,Broken Hill (C),661
2024-12-31,NSW,New South Wales,Far West,Central Darling (A),36
2024-12-31,NSW,New South Wales,Far West,Wentworth (A),198
2024-12-31,NSW,New South Wales,Hunter New England,Armidale Regional (A),838
2024-12-31,NSW,New South Wales,Hunter New England,Cessnock (C),2705
2024-12-31,NSW,New South Wales,Hunter New England,Dungog (A),290
2024-12-31,NSW,New South Wales,Hunter New England,Glen Innes Severn (A),218
2024-12-31,NSW,New South Wales,Hunter New England,Gunnedah (A),367
2024-12-31,NSW,New South Wales,Hunter New England,Gwydir (A),89
2024-12-31,NSW,New South Wales,Hunter New England,Inverell (A),556
2024-12-31,NSW,New South Wales,Hunter New England,Lake Macquarie (C),7952
2024-12-31,NSW,New South Wales,Hunter New England,Liverpool Plains (A),199
2024-12-31,NSW,New South Wales,Hunter New England,Maitland (C),4450
2024-12-31,NSW,New South Wales,Hunter New England,Mid-Coast (A),2997
2024-12-31,NSW,New South Wales,Hunter New England,Moree Plains (A),295
2024-12-31,NSW,New South Wales,Hunter New England,Muswellbrook (A),606
2024-12-31,NSW,New South Wales,Hunter New England,Narrabri (A),298
2024-12-31,NSW,New South Wales,Hunter New England,Newcastle (C),5921
2024-12-31,NSW,New South Wales,Hunter New England,Port Stephens (A),2603
2024-12-31,NSW,New South Wales,Hunter New England,Singleton (A),780
2024-12-31,NSW,New South Wales,Hunter New England,Tamworth Regional (A),2140
2024-12-31,NSW,New South Wales,Hunter New England,Tenterfield (A),138
2024-12-31,NSW,New South Wales,Hunter New England,Upper Hunter Shire (A),313
2024-12-31,NSW,New South Wales,Hunter New England,Uralla (A),161
2024-12-31,NSW,New South Wales,Hunter New England,Walcha (A),39
2024-12-31,NSW,New South Wales,Illawarra Shoalhaven,Kiama (A),363
2024-12-31,NSW,New South Wales,Illawarra Shoalhaven,Shellharbour (C),2406
2024-12-31,NSW,New South Wales,Illawarra Shoalhaven,Shoalhaven (C),3225
2024-12-31,NSW,New South Wales,Illawarra Shoalhaven,Wollongong (C),5878
2024-12-31,NSW,New South Wales,Mid North Coast,Bellingen (A),378
2024-12-31,NSW,New South Wales,Mid North Coast,Coffs Harbour (C),2515
2024-12-31,NSW,New South Wales,Mid North Coast,Kempsey (A),1454
2024-12-31,NSW,New South Wales,Mid North Coast,Nambucca Valley (A),736
2024-12-31,NSW,New South Wales,Mid North Coast,Port Macquarie-Hastings (A),3482
2024-12-31,NSW,New South Wales,Murrumbidgee,Albury (C),2275
2024-12-31,NSW,New South Wales,Murrumbidgee,Berrigan (A),209
2024-12-31,NSW,New South Wales,Murrumbidgee,Bland (A),96
2024-12-31,NSW,New South Wales,Murrumbidgee,Carrathool (A),43
2024-12-31,NSW,New South Wales,Murrumbidgee,Coolamon (A),112
2024-12-31,NSW,New South Wales,Murrumbidgee,Cootamundra-Gundagai Regional (A),322
2024-12-31,NSW,New South Wales,Murrumbidgee,Edward River (A),276
2024-12-31,NSW,New South Wales,Murrumbidgee,Federation (A),361
2024-12-31,NSW,New South Wales,Murrumbidgee,Greater Hume Shire (A),375
2024-12-31,NSW,New South Wales,Murrumbidgee,Griffith (C),555
2024-12-31,NSW,New South Wales,Murrumbidgee,Hay (A),70
2024-12-31,NSW,New South Wales,Murrumbidgee,Hilltops (A),562
2024-12-31,NSW,New South Wales,Murrumbidgee,Junee (A),188
2024-12-31,NSW,New South Wales,Murrumbidgee,Leeton (A),286
2024-12-31,NSW,New South Wales,Murrumbidgee,Lockhart (A),98
2024-12-31,NSW,New South Wales,Murrumbidgee,Murray River (A),244
2024-12-31,NSW,New South Wales,Murrumbidgee,Murrumbidgee (A),68
2024-12-31,NSW,New South Wales,Murrumbidgee,Narrandera (A),188
2024-12-31,NSW,New South Wales,Murrumbidgee,Snowy Valleys (A),366
2024-12-31,NSW,New South Wales,Murrumbidgee,Temora (A),146
2024-12-31,NSW,New South Wales,Murrumbidgee,Wagga Wagga (C),2222
2024-12-31,NSW,New South Wales,Nepean Blue Mountains,Blue Mountains (C),2458
2024-12-31,NSW,New South Wales,Nepean Blue Mountains,Hawkesbury (C),1753
2024-12-31,NSW,New South Wales,Nepean Blue Mountains,Lithgow (C),659
2024-12-31,NSW,New South Wales,Nepean Blue Mountains,Penrith (C),7333
2024-12-31,NSW,New South Wales,North Sydney,Hornsby (A),2824
2024-12-31,NSW,New South Wales,North Sydney,Hunters Hill (A),194
2024-12-31,NSW,New South Wales,North Sydney,Ku-ring-gai (A),1750
