STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,38741,199653,237130,227286,173832,156638,1033280,37.23%
VIC,4482,42641,42521,41049,29782,25834,186309,8.75%
QLD,34616,94637,82403,55274,34377,23729,325036,18.94%
SA,26910,58085,56630,56525,45858,40176,284184,44.30%
WA,1651,36262,57194,54393,41897,36961,228358,25.54%
TAS,338,10662,17056,17674,13891,13538,73159,37.71%
NT,95,445,1035,901,588,275,3339,3.83%
ACT,332,1759,2773,2398,1838,1339,10439,7.49%
TOTAL,107165,444144,496742,455500,342063,298490,2144104,24.99%
