STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,22954,195236,234950,228077,179462,167664,1028343,36.06%
VIC,2606,41294,42085,40732,30876,27293,184886,8.40%
QLD,24455,96594,84059,57165,35783,25611,323667,18.28%
SA,26317,60497,58241,57105,47633,43193,292986,44.88%
WA,1142,31906,56056,54256,42964,38964,225288,24.35%
TAS,227,9349,16843,17455,14395,14364,72633,36.88%
NT,72,410,990,910,615,286,3283,3.63%
ACT,285,1635,2734,2419,1872,1416,10361,7.27%
TOTAL,78058,436921,495958,458119,353600,318791,2141447,24.25%
