STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,432,8709,37706,48151,44414,45328,67138,251878,8.40%
VIC,281,16991,63448,60652,49819,43909,50868,285968,12.20%
QLD,343,10026,40161,45590,42662,39922,47236,225940,12.20%
SA,3135,14171,21670,19539,19271,19580,26787,124153,18.00%
WA,119,9034,36757,35515,32060,28333,30933,172751,17.40%
TAS,38,2132,6018,6231,6510,6603,7083,34615,16.60%
NT,7,463,2295,2096,1761,1277,754,8653,10.00%
ACT,46,1679,6146,5439,4199,3516,3941,24966,16.10%
TOTAL,4401,63205,214201,223213,200696,188468,234740,1128924,12.10%
