STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,153,9435,30065,39040,36223,38591,48838,202345,6.86%
VIC,381,22418,51543,50600,39082,35133,34981,234138,10.31%
QLD,321,15021,34833,40416,36842,34637,33881,195951,10.91%
SA,2059,12905,14810,16131,15722,16265,18729,96621,14.24%
WA,183,15568,32053,31728,28448,25019,22390,155389,17.19%
TAS,107,2589,4961,5631,5649,5744,4791,29472,14.28%
NT,26,809,2157,1852,1568,1059,483,7954,9.51%
ACT,52,2159,4950,4163,3402,2880,2592,20198,13.87%
TOTAL,3282,80904,175372,189561,166936,159328,166685,942068,10.43%
