STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1021,153316,226702,227444,192135,213592,1014210,35.30%
VIC,1450,31777,42387,39211,32212,33180,180217,8.10%
QLD,1173,92281,89466,64044,40024,33906,320894,18.00%
SA,29177,65729,63650,60376,51763,56373,327068,49.50%
WA,664,18995,51862,54371,45268,49800,220960,22.60%
TAS,176,5281,15628,16769,15310,17846,71010,35.10%
NT,39,343,837,966,629,373,3187,3.40%
ACT,194,1309,2585,2446,1906,1771,10211,6.80%
TOTAL,33894,369031,493117,465627,379247,406841,2147757,24.00%
