STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,9606,191281,236872,222525,166419,148813,975516,32.76%
VIC,4196,55303,60724,52019,38985,34172,245399,10.66%
QLD,15170,88465,78633,55487,34630,23952,296337,16.29%
SA,23988,59840,58312,56845,45134,39211,283330,41.41%
WA,1717,30115,56156,54439,41180,37264,220871,23.99%
TAS,444,8799,16610,17634,13552,13257,70296,33.81%
NT,154,826,1211,1005,586,251,4033,4.81%
ACT,493,2913,3722,3081,2171,1719,14099,9.50%
TOTAL,55768,437542,512240,463035,342657,298639,2109881,23.07%
