STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,3078,175744,234694,222690,172106,162441,970753,33.15%
VIC,4745,50254,61292,51634,39804,36581,244310,10.75%
QLD,8066,88022,80501,57475,35808,26736,296608,16.64%
SA,25139,60687,59513,57560,46813,43142,292854,43.29%
WA,1834,25525,54815,54665,42268,40690,219797,23.55%
TAS,553,7263,16127,17156,13864,14254,69217,33.36%
NT,152,770,1193,1015,600,285,4015,5.49%
ACT,599,2754,3777,3037,2226,1873,14266,9.48%
TOTAL,44166,411019,511912,465232,353489,326002,2111820,23.40%
