STATE,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,1176,175456,230764,227757,187412,197852,1020417,36.03%
VIC,1819,35334,42525,39997,30966,31197,181838,8.33%
QLD,6174,97103,88313,61380,38273,31067,322310,18.48%
SA,27579,64223,61844,59095,50201,51569,314511,48.23%
WA,818,23035,53803,54101,44255,45976,221988,23.67%
TAS,199,6606,16244,16867,14848,16635,71399,35.44%
NT,57,344,886,938,628,344,3197,3.45%
ACT,231,1439,2694,2424,1920,1656,10364,7.08%
TOTAL,38053,403540,497073,462559,368503,376296,2146024,24.41%
