STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,165,9508,30066,38905,36104,38557,48407,201712,6.84%
VIC,397,22618,51283,50241,38897,34988,34554,232978,10.26%
QLD,334,15148,34782,40246,36707,34620,33525,195362,10.88%
SA,2011,12861,14696,15982,15630,16229,18478,95887,14.13%
WA,184,15622,31870,31623,28329,24932,22137,154697,17.12%
TAS,113,2614,4953,5629,5623,5733,4739,29404,14.25%
NT,27,807,2156,1828,1555,1063,474,7910,9.46%
ACT,52,2153,4927,4144,3369,2883,2554,20082,13.79%
TOTAL,3283,81331,174733,188598,166214,159005,164868,938032,10.38%
