STATE,16-17,18-24,25-34,35-44,45-54,55-64,65+,Total,% of ABS Estimated Population
NSW,69,4584,13876,22305,23753,27115,41454,133156,4.67%
VIC,104,8733,24906,30259,26201,24872,28623,143698,6.53%
QLD,94,5848,14867,22524,23511,24794,30143,121781,6.88%
SA,2086,7923,7587,9839,10557,11441,15730,65163,9.98%
WA,49,6743,15516,18871,18853,18412,19730,98174,10.61%
TAS,32,963,2267,2956,3392,3970,4176,17756,9.02%
NT,7,248,828,990,1054,914,487,4528,5.00%
ACT,22,923,2572,2694,2500,2158,2136,13005,9.13%
TOTAL,2463,35965,82419,110438,109821,113676,142479,597261,6.76%
